date,price_amzn,price_sp500
03/19/2015,18.66,2089.27
03/20/2015,18.92,2108.1
03/23/2015,18.76,2104.42
03/24/2015,18.7,2091.5
03/25/2015,18.55,2061.05
03/26/2015,18.37,2056.15
03/27/2015,18.53,2061.02
03/30/2015,18.73,2086.24
03/31/2015,18.61,2067.89
04/01/2015,18.51,2059.69
04/02/2015,18.61,2066.96
04/06/2015,18.85,2080.62
04/07/2015,18.72,2076.33
04/08/2015,19.06,2081.9
04/09/2015,19.18,2091.18
04/10/2015,19.13,2102.06
04/13/2015,19.12,2092.43
04/14/2015,19.26,2095.84
04/15/2015,19.17,2106.63
04/16/2015,19.3,2104.99
04/17/2015,18.78,2081.18
04/20/2015,19.48,2100.4
04/21/2015,19.56,2097.29
04/22/2015,19.49,2107.96
04/23/2015,19.5,2112.93
04/24/2015,22.25,2117.69
04/27/2015,21.93,2108.92
04/28/2015,21.47,2114.76
04/29/2015,21.47,2106.85
04/30/2015,21.09,2085.51
05/01/2015,21.14,2108.29
05/04/2015,21.15,2114.49
05/05/2015,21.06,2089.46
05/06/2015,20.95,2080.15
05/07/2015,21.34,2088
05/08/2015,21.68,2116.1
05/11/2015,21.64,2105.33
05/12/2015,21.55,2099.12
05/13/2015,21.34,2098.48
05/14/2015,21.61,2121.1
05/15/2015,21.3,2122.73
05/18/2015,21.26,2129.2
05/19/2015,21.09,2127.83
05/20/2015,21.19,2125.85
05/21/2015,21.58,2130.82
05/22/2015,21.38,2126.06
05/26/2015,21.27,2104.2
05/27/2015,21.57,2123.48
05/28/2015,21.33,2120.79
05/29/2015,21.46,2107.39
06/01/2015,21.55,2111.73
06/02/2015,21.55,2109.6
06/03/2015,21.83,2114.07
06/04/2015,21.54,2095.84
06/05/2015,21.35,2092.83
06/08/2015,21.18,2079.28
06/09/2015,21.27,2080.15
06/10/2015,21.54,2105.2
06/11/2015,21.65,2108.86
06/12/2015,21.5,2094.11
06/15/2015,21.18,2084.43
06/16/2015,21.36,2096.29
06/17/2015,21.39,2100.44
06/18/2015,21.97,2121.24
06/19/2015,21.75,2109.99
06/22/2015,21.81,2122.85
06/23/2015,22.3,2124.2
06/24/2015,22.04,2108.58
06/25/2015,22,2102.31
06/26/2015,21.91,2101.49
06/29/2015,21.49,2057.64
06/30/2015,21.7,2063.11
07/01/2015,21.87,2077.42
07/02/2015,21.89,2076.78
07/06/2015,21.8,2068.76
07/07/2015,21.84,2081.34
07/08/2015,21.48,2046.68
07/09/2015,21.72,2051.31
07/10/2015,22.18,2076.62
07/13/2015,22.78,2099.6
07/14/2015,23.28,2108.95
07/15/2015,23.06,2107.4
07/16/2015,23.77,2124.29
07/17/2015,24.15,2126.64
07/20/2015,24.41,2128.28
07/21/2015,24.4,2119.21
07/22/2015,24.41,2114.15
07/23/2015,24.11,2102.15
07/24/2015,26.47,2079.65
07/27/2015,26.57,2067.64
07/28/2015,26.3,2093.25
07/29/2015,26.45,2108.57
07/30/2015,26.84,2108.63
07/31/2015,26.81,2103.84
08/03/2015,26.75,2098.04
08/04/2015,26.59,2093.32
08/05/2015,26.85,2099.84
08/06/2015,26.47,2083.56
08/07/2015,26.13,2077.57
08/10/2015,26.2,2104.18
08/11/2015,26.37,2084.07
08/12/2015,26.3,2086.05
08/13/2015,26.48,2083.39
08/14/2015,26.58,2091.54
08/17/2015,26.76,2102.44
08/18/2015,26.75,2096.92
08/19/2015,26.65,2079.61
08/20/2015,25.79,2035.73
08/21/2015,24.72,1970.89
08/24/2015,23.17,1893.21
08/25/2015,23.32,1867.61
08/26/2015,25.04,1940.51
08/27/2015,25.92,1987.66
08/28/2015,25.9,1988.87
08/31/2015,25.64,1972.18
09/01/2015,24.83,1913.85
09/02/2015,25.53,1948.86
09/03/2015,25.24,1951.13
09/04/2015,24.95,1921.22
09/08/2015,25.88,1969.41
09/09/2015,25.84,1942.04
09/10/2015,26.11,1952.29
09/11/2015,26.47,1961.05
09/14/2015,26.07,1953.03
09/15/2015,26.12,1978.09
09/16/2015,26.37,1995.31
09/17/2015,26.94,1990.2
09/18/2015,27.01,1958.03
09/21/2015,27.42,1966.97
09/22/2015,26.92,1942.74
09/23/2015,26.8,1938.76
09/24/2015,26.69,1932.24
09/25/2015,26.21,1931.34
09/28/2015,25.2,1881.77
09/29/2015,24.8,1884.09
09/30/2015,25.59,1920.03
10/01/2015,26.04,1923.82
10/02/2015,26.63,1951.36
10/05/2015,27.18,1987.05
10/06/2015,26.87,1979.92
10/07/2015,27.1,1995.83
10/08/2015,26.66,2013.43
10/09/2015,26.99,2014.89
10/12/2015,27.51,2017.46
10/13/2015,27.45,2003.69
10/14/2015,27.24,1994.24
10/15/2015,28.12,2023.86
10/16/2015,28.54,2033.11
10/19/2015,28.66,2033.66
10/20/2015,28.04,2030.77
10/21/2015,27.79,2018.94
10/22/2015,28.2,2052.51
10/23/2015,29.95,2075.15
10/26/2015,30.43,2071.18
10/27/2015,30.55,2065.89
10/28/2015,30.86,2090.35
10/29/2015,31.33,2089.41
10/30/2015,31.3,2079.36
11/02/2015,31.42,2104.05
11/03/2015,31.27,2109.79
11/04/2015,32.05,2102.31
11/05/2015,32.78,2099.93
11/06/2015,32.97,2099.2
11/09/2015,32.77,2078.58
11/10/2015,32.98,2081.72
11/11/2015,33.66,2075
11/12/2015,33.28,2045.97
11/13/2015,32.12,2023.04
11/16/2015,32.39,2053.19
11/17/2015,32.16,2050.44
11/18/2015,33.18,2083.58
11/19/2015,33.06,2081.24
11/20/2015,33.42,2089.17
11/23/2015,33.95,2086.59
11/24/2015,33.56,2089.14
11/25/2015,33.77,2088.87
11/27/2015,33.66,2090.11
11/30/2015,33.24,2080.41
12/01/2015,33.95,2102.63
12/02/2015,33.8,2079.51
12/03/2015,33.31,2049.62
12/04/2015,33.63,2091.69
12/07/2015,33.49,2077.07
12/08/2015,33.87,2063.59
12/09/2015,33.24,2047.62
12/10/2015,33.12,2052.23
12/11/2015,32.01,2012.37
12/14/2015,32.9,2021.94
12/15/2015,32.93,2043.41
12/16/2015,33.79,2073.07
12/17/2015,33.53,2041.89
12/18/2015,33.21,2005.55
12/21/2015,33.23,2021.15
12/22/2015,33.16,2038.97
12/23/2015,33.19,2064.29
12/24/2015,33.14,2060.99
12/28/2015,33.76,2056.5
12/29/2015,34.7,2078.36
12/30/2015,34.45,2063.36
12/31/2015,33.79,2043.94
01/04/2016,31.85,2012.66
01/05/2016,31.69,2016.71
01/06/2016,31.63,1990.26
01/07/2016,30.4,1943.09
01/08/2016,30.35,1922.03
01/11/2016,30.89,1923.67
01/12/2016,30.89,1938.68
01/13/2016,29.09,1890.28
01/14/2016,29.65,1921.84
01/15/2016,28.51,1880.33
01/19/2016,28.72,1881.33
01/20/2016,28.59,1859.33
01/21/2016,28.75,1868.99
01/22/2016,29.82,1906.9
01/25/2016,29.83,1877.08
01/26/2016,30.06,1903.63
01/27/2016,29.17,1882.95
01/28/2016,31.77,1893.36
01/29/2016,29.35,1940.24
02/01/2016,28.74,1939.38
02/02/2016,27.61,1903.03
02/03/2016,26.55,1912.53
02/04/2016,26.81,1915.45
02/05/2016,25.11,1880.05
02/08/2016,24.41,1853.44
02/09/2016,24.1,1852.21
02/10/2016,24.52,1851.86
02/11/2016,25.19,1829.08
02/12/2016,25.35,1864.78
02/16/2016,26.05,1895.58
02/17/2016,26.7,1926.82
02/18/2016,26.25,1917.83
02/19/2016,26.75,1917.78
02/22/2016,27.98,1945.5
02/23/2016,27.65,1921.27
02/24/2016,27.7,1929.8
02/25/2016,27.76,1951.7
02/26/2016,27.76,1948.05
02/29/2016,27.63,1932.23
03/01/2016,28.95,1978.35
03/02/2016,29.01,1986.45
03/03/2016,28.87,1993.4
03/04/2016,28.76,1999.99
03/07/2016,28.14,2001.76
03/08/2016,28.01,1979.26
03/09/2016,27.97,1989.26
03/10/2016,27.95,1989.57
03/11/2016,28.48,2022.19
03/14/2016,28.67,2019.64
03/15/2016,28.85,2015.93
03/16/2016,28.71,2027.22
03/17/2016,27.97,2040.59
03/18/2016,27.6,2049.58
03/21/2016,27.7,2051.6
03/22/2016,28.02,2049.8
03/23/2016,28.48,2036.71
03/24/2016,29.15,2035.94
03/28/2016,28.99,2037.05
03/29/2016,29.69,2055.01
03/30/2016,29.93,2063.95
03/31/2016,29.68,2059.74
04/01/2016,29.93,2072.78
04/04/2016,29.66,2066.13
04/05/2016,29.31,2045.17
04/06/2016,30.1,2066.66
04/07/2016,29.57,2041.91
04/08/2016,29.73,2047.6
04/11/2016,29.8,2041.99
04/12/2016,30.16,2061.72
04/13/2016,30.74,2082.42
04/14/2016,31.04,2082.78
04/15/2016,31.29,2080.73
04/18/2016,31.77,2094.34
04/19/2016,31.39,2100.8
04/20/2016,31.65,2102.4
04/21/2016,31.55,2091.48
04/22/2016,31.02,2091.58
04/25/2016,31.31,2087.79
04/26/2016,30.84,2091.7
04/27/2016,30.33,2095.15
04/28/2016,30.1,2075.81
04/29/2016,32.98,2065.3
05/02/2016,34.19,2081.43
05/03/2016,33.57,2063.37
05/04/2016,33.55,2051.12
05/05/2016,32.95,2050.63
05/06/2016,33.7,2057.14
05/09/2016,33.99,2058.69
05/10/2016,35.15,2084.39
05/11/2016,35.66,2064.46
05/12/2016,35.9,2064.11
05/13/2016,35.5,2046.61
05/16/2016,35.53,2066.66
05/17/2016,34.76,2047.21
05/18/2016,34.87,2047.63
05/19/2016,34.93,2040.04
05/20/2016,35.14,2052.32
05/23/2016,34.84,2048.04
05/24/2016,35.21,2076.06
05/25/2016,35.42,2090.54
05/26/2016,35.75,2090.1
05/27/2016,35.61,2099.06
05/31/2016,36.14,2096.96
06/01/2016,35.97,2099.33
06/02/2016,36.41,2105.26
06/03/2016,36.28,2099.13
06/06/2016,36.34,2109.41
06/07/2016,36.19,2112.13
06/08/2016,36.33,2119.12
06/09/2016,36.38,2115.48
06/10/2016,35.9,2096.07
06/13/2016,35.76,2079.06
06/14/2016,35.97,2075.32
06/15/2016,35.71,2071.5
06/16/2016,35.88,2077.99
06/17/2016,35.32,2071.22
06/20/2016,35.7,2083.25
06/21/2016,35.79,2088.9
06/22/2016,35.53,2085.45
06/23/2016,36.1,2113.32
06/24/2016,34.95,2037.41
06/27/2016,34.57,2000.54
06/28/2016,35.4,2036.09
06/29/2016,35.78,2070.77
06/30/2016,35.78,2098.86
07/01/2016,36.28,2102.95
07/05/2016,36.41,2088.55
07/06/2016,36.88,2099.73
07/07/2016,36.83,2097.9
07/08/2016,37.29,2129.9
07/11/2016,37.69,2137.16
07/12/2016,37.41,2152.14
07/13/2016,37.13,2152.43
07/14/2016,37.06,2163.75
07/15/2016,36.77,2161.74
07/18/2016,36.8,2166.89
07/19/2016,37,2163.78
07/20/2016,37.29,2173.02
07/21/2016,37.22,2165.17
07/22/2016,37.24,2175.03
07/25/2016,36.98,2168.48
07/26/2016,36.78,2169.18
07/27/2016,36.83,2166.58
07/28/2016,37.63,2170.06
07/29/2016,37.94,2173.6
08/01/2016,38.39,2170.84
08/02/2016,38.03,2157.03
08/03/2016,37.73,2163.79
08/04/2016,38.04,2164.25
08/05/2016,38.3,2182.87
08/08/2016,38.33,2180.89
08/09/2016,38.42,2181.74
08/10/2016,38.43,2175.49
08/11/2016,38.56,2185.79
08/12/2016,38.63,2184.05
08/15/2016,38.42,2190.15
08/16/2016,38.2,2178.15
08/17/2016,38.23,2182.22
08/18/2016,38.22,2187.02
08/19/2016,37.87,2183.87
08/22/2016,37.97,2182.64
08/23/2016,38.12,2186.9
08/24/2016,37.86,2175.44
08/25/2016,37.96,2172.47
08/26/2016,38.45,2169.04
08/29/2016,38.56,2180.38
08/30/2016,38.38,2176.12
08/31/2016,38.46,2170.95
09/01/2016,38.53,2170.86
09/02/2016,38.62,2179.98
09/06/2016,39.44,2186.48
09/07/2016,39.22,2186.16
09/08/2016,39.2,2181.3
09/09/2016,38.01,2127.81
09/12/2016,38.57,2159.04
09/13/2016,38.05,2127.02
09/14/2016,38.05,2125.77
09/15/2016,38.48,2147.26
09/16/2016,38.93,2139.16
09/19/2016,38.76,2139.12
09/20/2016,39.01,2139.76
09/21/2016,39.49,2163.12
09/22/2016,40.23,2177.18
09/23/2016,40.29,2164.69
09/26/2016,39.96,2146.1
09/27/2016,40.81,2159.93
09/28/2016,41.44,2171.37
09/29/2016,41.45,2151.13
09/30/2016,41.87,2168.27
10/03/2016,41.84,2161.2
10/04/2016,41.7,2150.49
10/05/2016,42.22,2159.73
10/06/2016,42.08,2160.77
10/07/2016,41.97,2153.74
10/10/2016,42.09,2163.66
10/11/2016,41.55,2136.73
10/12/2016,41.7,2139.18
10/13/2016,41.46,2132.55
10/14/2016,41.15,2132.98
10/17/2016,40.65,2126.5
10/18/2016,40.88,2139.6
10/19/2016,40.88,2144.29
10/20/2016,40.52,2141.34
10/21/2016,40.95,2141.16
10/24/2016,41.9,2151.33
10/25/2016,41.76,2143.16
10/26/2016,41.13,2139.43
10/27/2016,40.92,2133.04
10/28/2016,38.82,2126.41
10/31/2016,39.49,2126.15
11/01/2016,39.27,2111.72
11/02/2016,38.28,2097.94
11/03/2016,38.35,2088.66
11/04/2016,37.75,2085.18
11/07/2016,39.25,2131.52
11/08/2016,39.39,2139.56
11/09/2016,38.59,2163.26
11/10/2016,37.12,2167.48
11/11/2016,36.95,2164.45
11/14/2016,35.95,2164.2
11/15/2016,37.16,2180.39
11/16/2016,37.32,2176.94
11/17/2016,37.82,2187.12
11/18/2016,38.01,2181.9
11/21/2016,39,2198.18
11/22/2016,39.27,2202.94
11/23/2016,39.01,2204.72
11/25/2016,39.02,2213.35
11/28/2016,38.34,2201.72
11/29/2016,38.13,2204.66
11/30/2016,37.53,2198.81
12/01/2016,37.18,2191.08
12/02/2016,37.02,2191.95
12/05/2016,37.97,2204.71
12/06/2016,38.24,2212.23
12/07/2016,38.52,2241.35
12/08/2016,38.37,2246.19
12/09/2016,38.43,2259.53
12/12/2016,38.01,2256.96
12/13/2016,38.72,2271.72
12/14/2016,38.44,2253.28
12/15/2016,38.05,2262.03
12/16/2016,37.89,2258.07
12/19/2016,38.3,2262.53
12/20/2016,38.56,2270.76
12/21/2016,38.53,2265.18
12/22/2016,38.32,2260.96
12/23/2016,38.03,2263.79
12/27/2016,38.57,2268.88
12/28/2016,38.61,2249.92
12/29/2016,38.26,2249.26
12/30/2016,37.49,2238.83
01/03/2017,37.68,2257.83
01/04/2017,37.86,2270.75
01/05/2017,39.02,2269
01/06/2017,39.8,2276.98
01/09/2017,39.85,2268.9
01/10/2017,39.8,2268.9
01/11/2017,39.95,2275.32
01/12/2017,40.68,2270.44
01/13/2017,40.86,2274.64
01/17/2017,40.49,2267.89
01/18/2017,40.37,2271.89
01/19/2017,40.45,2263.69
01/20/2017,40.42,2271.31
01/23/2017,40.89,2265.2
01/24/2017,41.12,2280.07
01/25/2017,41.83,2298.37
01/26/2017,41.96,2296.68
01/27/2017,41.79,2294.69
01/30/2017,41.52,2280.9
01/31/2017,41.17,2278.87
02/01/2017,41.62,2279.55
02/02/2017,42,2280.85
02/03/2017,40.51,2297.42
02/06/2017,40.38,2292.56
02/07/2017,40.62,2293.08
02/08/2017,40.99,2294.67
02/09/2017,41.07,2307.87
02/10/2017,41.37,2316.1
02/13/2017,41.83,2328.25
02/14/2017,41.82,2337.58
02/15/2017,42.13,2349.25
02/16/2017,42.21,2347.22
02/17/2017,42.25,2351.16
02/21/2017,42.82,2365.38
02/22/2017,42.78,2362.82
02/23/2017,42.61,2363.81
02/24/2017,42.26,2367.34
02/27/2017,42.43,2369.75
02/28/2017,42.25,2363.64
03/01/2017,42.65,2395.96
03/02/2017,42.45,2381.92
03/03/2017,42.49,2383.12
03/06/2017,42.33,2375.31
03/07/2017,42.3,2368.39
03/08/2017,42.52,2362.98
03/09/2017,42.65,2364.87
03/10/2017,42.62,2372.6
03/13/2017,42.73,2373.47
03/14/2017,42.63,2365.45
03/15/2017,42.65,2385.26
03/16/2017,42.67,2381.38
03/17/2017,42.62,2378.25
03/20/2017,42.85,2373.47
03/21/2017,42.16,2344.02
03/22/2017,42.4,2348.45
03/23/2017,42.37,2345.96
03/24/2017,42.28,2343.98
03/27/2017,42.34,2341.59
03/28/2017,42.8,2358.57
03/29/2017,43.72,2361.13
03/30/2017,43.82,2368.06
03/31/2017,44.33,2362.72
04/03/2017,44.58,2358.84
04/04/2017,45.34,2360.16
04/05/2017,45.46,2352.95
04/06/2017,44.91,2357.49
04/07/2017,44.74,2355.54
04/10/2017,45.35,2357.16
04/11/2017,45.12,2353.78
04/12/2017,44.81,2344.93
04/13/2017,44.23,2328.95
04/17/2017,45.1,2349.01
04/18/2017,45.19,2342.19
04/19/2017,44.96,2338.17
04/20/2017,45.1,2355.84
04/21/2017,44.93,2348.69
04/24/2017,45.37,2374.15
04/25/2017,45.38,2388.61
04/26/2017,45.46,2387.45
04/27/2017,45.92,2388.77
04/28/2017,46.25,2384.2
05/01/2017,47.41,2388.33
05/02/2017,47.35,2391.17
05/03/2017,47.05,2388.13
05/04/2017,46.88,2389.52
05/05/2017,46.71,2399.29
05/08/2017,47.45,2399.38
05/09/2017,47.64,2396.92
05/10/2017,47.45,2399.63
05/11/2017,47.38,2394.44
05/12/2017,48.07,2390.9
05/15/2017,47.9,2402.32
05/16/2017,48.3,2400.67
05/17/2017,47.24,2357.03
05/18/2017,47.92,2365.72
05/19/2017,47.99,2381.73
05/22/2017,48.53,2394.02
05/23/2017,48.58,2398.42
05/24/2017,49.02,2404.39
05/25/2017,49.67,2415.07
05/26/2017,49.79,2415.82
05/30/2017,49.84,2412.91
05/31/2017,49.73,2411.8
06/01/2017,49.8,2430.06
06/02/2017,50.34,2439.07
06/05/2017,50.57,2436.1
06/06/2017,50.15,2429.33
06/07/2017,50.5,2433.14
06/08/2017,50.51,2433.79
06/09/2017,48.92,2431.77
06/12/2017,48.25,2429.39
06/13/2017,49.04,2440.35
06/14/2017,48.82,2437.92
06/15/2017,48.21,2432.46
06/16/2017,49.39,2433.15
06/19/2017,49.76,2453.46
06/20/2017,49.63,2437.03
06/21/2017,50.11,2435.61
06/22/2017,50.06,2434.5
06/23/2017,50.19,2438.3
06/26/2017,49.7,2439.07
06/27/2017,48.84,2419.38
06/28/2017,49.52,2440.69
06/29/2017,48.8,2419.7
06/30/2017,48.4,2423.41
07/03/2017,47.68,2429.01
07/05/2017,48.57,2432.54
07/06/2017,48.26,2409.75
07/07/2017,48.94,2425.18
07/10/2017,49.82,2427.43
07/11/2017,49.71,2425.53
07/12/2017,50.33,2443.25
07/13/2017,50.03,2447.83
07/14/2017,50.09,2459.27
07/17/2017,50.5,2459.14
07/18/2017,51.22,2460.61
07/19/2017,51.34,2473.83
07/20/2017,51.44,2473.45
07/21/2017,51.28,2472.54
07/24/2017,51.95,2469.91
07/25/2017,51.99,2477.13
07/26/2017,52.64,2477.83
07/27/2017,52.3,2475.42
07/28/2017,51,2472.1
07/31/2017,49.39,2470.3
08/01/2017,49.81,2476.35
08/02/2017,49.79,2477.57
08/03/2017,49.35,2472.16
08/04/2017,49.38,2476.83
08/07/2017,49.61,2480.91
08/08/2017,49.49,2474.92
08/09/2017,49.1,2474.02
08/10/2017,47.85,2438.21
08/11/2017,48.4,2441.32
08/14/2017,49.16,2465.84
08/15/2017,49.14,2464.61
08/16/2017,48.91,2468.11
08/17/2017,48.03,2430.01
08/18/2017,47.92,2425.55
08/21/2017,47.66,2428.37
08/22/2017,48.34,2452.51
08/23/2017,47.9,2444.04
08/24/2017,47.62,2438.97
08/25/2017,47.26,2443.05
08/28/2017,47.3,2444.24
08/29/2017,47.7,2446.3
08/30/2017,48.38,2457.59
08/31/2017,49.03,2471.65
09/01/2017,48.91,2476.55
09/05/2017,48.26,2457.85
09/06/2017,48.39,2465.54
09/07/2017,48.97,2465.1
09/08/2017,48.3,2461.43
09/11/2017,48.9,2488.11
09/12/2017,49.13,2496.48
09/13/2017,49.98,2498.37
09/14/2017,49.61,2495.62
09/15/2017,49.34,2500.23
09/18/2017,48.71,2503.87
09/19/2017,48.49,2506.65
09/20/2017,48.66,2508.24
09/21/2017,48.23,2500.6
09/22/2017,47.76,2502.22
09/25/2017,46.99,2496.66
09/26/2017,46.93,2496.84
09/27/2017,47.54,2507.04
09/28/2017,47.82,2510.06
09/29/2017,48.07,2519.36
10/02/2017,47.96,2529.12
10/03/2017,47.85,2534.58
10/04/2017,48.27,2537.74
10/05/2017,49.04,2552.07
10/06/2017,49.48,2549.33
10/09/2017,49.55,2544.73
10/10/2017,49.36,2550.64
10/11/2017,49.75,2555.24
10/12/2017,50.05,2550.93
10/13/2017,50.15,2553.17
10/16/2017,50.32,2557.64
