Date_Time,JP_Morgan,Aflac,American_International_Group,Caterpillar,3M,Exxon,American_Express,Nextera,Qualcomm,Broadcom,Cisco,Square,Apple,Facebook,Nasdaq_Inc
11/2/2023,141.42,81.73,64.36,239.12,92.31,109.11,150.85,59.91,117.36,871.3,52.75,43.98,177.57,310.87,49.86
11/3/2023,143,82.23,63.74,240.75,93.86,107.78,152.76,59.38,119.52,882.68,53.01,48.68,176.65,314.6,50.22
11/6/2023,144.08,81.4,63.94,238.28,93.52,105.87,152.99,59.04,119.93,880.83,53.29,49.52,179.23,315.8,50.73
11/7/2023,144.01,80.98,63.1,234.92,93.15,104.21,152.98,58.46,120.72,897.82,53.13,51.05,181.82,318.82,51.19
11/8/2023,144.72,80.32,62.58,234.82,92.32,102.93,153.01,57.5,120.06,911.13,53,52.27,182.89,319.78,51.74
11/9/2023,144.29,80.9,62.85,234.15,91.7,102.96,152.37,54.72,120.1,911.38,52,51.05,182.41,320.55,51.42
11/10/2023,146.43,81.48,63.82,239.68,92.81,103.75,154.38,55.14,124.21,957.52,52.59,51.5,186.4,328.77,52.11
11/13/2023,145.78,81.43,63.73,241.67,92.69,104.84,154.34,54.5,123.85,946.93,52.23,52.02,184.8,329.19,52.09
11/14/2023,148.44,81.82,64.21,247.86,94.97,104.29,156.91,57.55,127.36,972.96,53.17,55.1,187.44,336.31,53.11
11/15/2023,149.74,80.42,63.48,251.09,96.82,103.66,159.43,57,128.92,975.4,53.28,56.3,188.01,332.71,53.32
11/16/2023,151.45,81.11,64.12,248.21,95.71,102.46,159.05,56.6,128.7,959.55,48.04,56.28,189.71,334.19,53.54
11/17/2023,152.82,81.77,64.48,253.07,95.34,104.96,162.56,57.37,129.47,977.73,47.76,58.19,189.69,335.04,53.48
11/20/2023,153.29,81.17,64.36,250.45,94.98,104.5,163.85,57.34,129.51,995.71,48.27,59.27,191.45,339.97,54.14
11/21/2023,152.97,81.9,64.97,249.41,93.99,104.46,162.29,57.98,127.02,981.2,47.8,58.67,190.64,336.98,54.62
11/22/2023,153.33,82.43,64.97,246.01,95.37,104.01,163.79,57.47,127.5,972,48.08,59.02,191.31,341.49,55.13
11/24/2023,153.54,82.94,65.21,247.36,95.95,104.57,164.42,57.55,127.75,978.87,48.36,59.65,189.97,338.23,55.3
11/27/2023,153.19,82.97,65.25,247.39,97.07,103.96,164.04,57.58,128.2,950.24,47.93,60.31,189.79,334.7,55.14
11/28/2023,153.54,82.18,64.64,247.5,98.51,103.9,165.66,58.16,126.59,946.35,47.85,63.34,190.4,338.99,55.58
11/29/2023,154.32,81.63,64.83,249.45,98.47,102.34,167.43,58.36,127.91,940.83,48.05,63.73,189.37,332.2,55.7
11/30/2023,156.08,82.71,65.81,250.72,99.07,102.74,170.77,58.51,129.05,925.73,48.38,63.43,189.95,327.15,55.84
12/1/2023,156.84,82.61,65.97,256.76,99.85,102.99,173.76,59.17,129.67,930,48.47,65.04,191.24,324.82,55.9
12/4/2023,157.99,82.73,66,254.75,103.44,102.43,173.25,58.67,129.95,923.97,48.05,65,189.43,320.02,56.23
12/5/2023,157.97,82.61,65.9,255.19,101.69,100.44,170.68,58.23,130.75,913.12,47.93,64.89,193.42,318.29,55.72
12/6/2023,156.31,81.73,65.37,255.97,102.79,99.11,167.51,60.2,129.96,903.64,47.7,68,192.32,317.45,55.84
12/7/2023,156.79,82,65.41,257.41,103.28,98.42,168.62,59.85,132.94,922.26,48.26,68.47,194.27,326.59,54.13
12/8/2023,158.52,82.55,65.53,259.5,103.37,99.55,168.43,59.7,132.97,944.3,48.38,69.17,195.71,332.75,53.97
12/11/2023,159.1,83.11,66.18,260.92,103.16,99.62,168.39,59.71,136.1,1029.24,49.39,68.56,193.18,325.28,54.22
12/12/2023,160.52,84.35,66.95,261.43,102.56,98.05,171.04,59.52,136.68,1072.28,49.33,69.57,194.71,334.22,54.17
12/13/2023,161.06,84.03,67.23,267.97,104.19,98.92,174.56,62.51,138.8,1089.69,49.69,70.06,197.96,334.74,56.39
12/14/2023,163.99,81.28,66.49,285.17,107.04,101.58,178.86,62.78,141.5,1106.49,49.44,74.76,198.11,333.17,56.11
12/15/2023,165.23,80.57,66.01,285.74,106.98,100.9,180.51,61.5,143.13,1129.74,49.87,74.21,197.57,334.92,54.74
12/18/2023,166.23,81.29,66.46,285.71,105.87,101.65,182.76,61,141.65,1147,50.24,73.88,195.89,344.62,55.38
12/19/2023,168.45,82.1,67.44,292.96,106.25,102.99,185.75,61.57,143.23,1139.58,50.18,77.31,196.94,350.36,55.76
12/20/2023,166.55,80.72,66.62,289.71,103.67,101.27,180.65,59.84,140.44,1110.38,49.8,76.11,194.83,349.28,55.15
12/21/2023,167.5,81.21,66.57,290.07,105.56,101.73,184.79,59.6,142.44,1127.29,49.7,76.9,194.68,354.09,56.09
12/22/2023,167.4,81.45,66.93,290.36,106.33,101.91,185.57,59.75,143.49,1121.98,50.09,77.14,193.6,353.39,57.04
12/26/2023,168.39,81.72,67.13,295.63,108.11,102.14,185.96,60.21,145.46,1131.89,50.28,78.18,193.05,354.83,57.63
12/27/2023,169.4,81.91,67.15,298.12,108.74,101.66,187.06,60.58,145.72,1126.17,50.44,79.6,193.15,357.83,57.99
12/28/2023,170.3,82.11,67.87,296.88,109.69,100.19,187.8,61.02,145.86,1122.41,50.48,79.51,193.58,358.32,58.24
12/29/2023,170.1,82.5,67.75,295.67,109.32,99.98,187.34,60.74,144.63,1116.25,50.52,77.35,192.53,353.96,58.14
1/2/2024,172.08,83.28,68.84,292.71,110,102.36,188.31,61.57,140.23,1085.38,50.51,72.22,185.64,346.29,56.9
1/3/2024,171.33,83.19,68.61,284.3,107.79,103.22,186.32,61.99,137.6,1058.58,50.51,68.63,184.25,344.47,55.99
1/4/2024,171.41,82.3,68.63,286.1,108.17,102.32,187.14,61.8,136.17,1049.01,50.08,68.15,181.91,347.12,56.03
