Date_Time,JP_Morgan,Aflac,American_International_Group,Caterpillar,3M,Exxon,American_Express,Nextera,Qualcomm,Broadcom,Cisco,Square,Apple,Facebook,Nasdaq_Inc
1/4/2023,136.38,71.92,63.86,241.36,125.15,106.82,150.54,84.49,111.53,560.24,47.55,66.3,126.36,127.37,61.65
1/5/2023,135.35,71.5,63.51,240.28,122.96,109.21,146.43,82.63,109.4,555.02,46.88,64.71,125.02,126.94,60.24
1/6/2023,137.94,73.84,64.55,248.86,126.72,110.53,150.17,83.65,115.34,588.43,48.32,68.99,129.62,130.02,61.65
1/9/2023,137.37,71.45,63.87,246.62,126.79,108.47,150.4,84.07,114.61,576.89,48.58,69.06,130.15,129.47,62.61
1/10/2023,138.6,72,63.45,250.51,128.13,110.09,152,84.54,116.91,574.93,48.81,70.03,130.73,132.99,62.54
1/11/2023,139.63,71.91,63.46,250.73,129.12,111.37,153.92,85,118.39,578.14,49.21,71.67,133.49,132.89,63.02
1/12/2023,139.49,71.8,63.68,255.07,129.35,113.22,154.92,85.07,121.59,581.94,49,71.8,133.41,136.71,62.99
1/13/2023,143.01,72.85,64.41,258.46,129.51,113.15,155.76,84.68,120.24,579,48.88,71.65,134.76,136.98,63.35
1/17/2023,140.8,72.44,63.78,256.26,126.6,112.93,153.75,85.74,120.28,579.24,48.08,75.1,135.94,135.36,63.37
1/18/2023,136.57,71.88,62.21,252.82,122.75,110.61,150.42,83.8,122.04,574.29,46.9,72.11,135.21,133.02,62.8
1/19/2023,134.75,70.68,61.72,245.75,118.43,111.32,146.85,82.59,117.58,563.22,46.46,70.94,135.27,136.15,61
1/20/2023,135.08,71.05,62.47,249.71,120.65,113.35,151.6,81.82,122.9,570.78,46.78,76.16,137.87,139.37,62.06
1/23/2023,137.27,71.54,63.1,252.7,122.62,112.76,154,82.67,131.03,581.63,47.5,81.66,141.11,143.27,62.32
1/24/2023,138.45,72.8,63.16,257.61,115,113.81,155.33,83.9,130.7,585.03,47.81,80.79,142.53,143.14,61.92
1/25/2023,139.12,73.09,63.5,258.44,112.93,113.21,156.77,76.59,131.17,585.68,47.98,80.77,141.86,141.5,58.3
1/26/2023,139.98,72.96,63.98,262.12,113.55,117.76,155.88,76.4,133.96,598.58,48.34,81.19,143.96,147.3,60.11
1/27/2023,140.32,72.91,63.33,264.54,115.25,115.61,172.31,75.58,133.4,590.99,48.51,83.83,145.93,151.74,60.5
1/30/2023,139.13,73.04,63.17,261.5,112.58,113.56,172.66,75.05,131.63,581.45,48.22,79.79,143,147.06,59.65
1/31/2023,139.96,73.5,63.22,252.29,115.08,116.01,174.93,74.63,133.21,585.01,48.67,81.72,144.29,148.97,60.19
2/1/2023,139.59,73.28,61.23,249.54,115.86,114.74,173.61,74.24,138.46,602.75,48.57,83.9,145.43,153.12,59.5
2/2/2023,138.94,68.9,59.03,244.9,120.29,111.15,173.13,75.6,135.85,605.77,49.32,88.41,150.82,188.77,60.57
2/3/2023,141.09,69.39,58.75,247.76,117.49,111.92,178.86,74.67,135.02,597.62,48.63,84.71,154.5,186.53,60.55
2/6/2023,141.92,69.58,59.96,251.42,116.5,111.73,176.48,75.51,132.93,601.3,47.57,82.55,151.73,186.06,59.3
2/7/2023,143.65,69.95,60.61,249.66,116.9,114.92,178.7,76.08,136.63,614.45,47.84,83.18,154.65,191.62,59.95
2/8/2023,142.64,70.46,60.97,248.87,115.25,113.92,179,75.03,132.17,601.71,46.96,81.13,151.92,183.43,59.64
2/9/2023,140.42,69.63,60.87,246.28,112.93,114.35,179.37,73.27,130.53,599.41,46.73,76.18,150.87,177.92,58.98
2/10/2023,141.04,69.88,61.32,247.67,113.88,119.17,179.25,74.74,128.99,593.25,47.26,75.23,151.01,174.15,59.62
2/13/2023,142.57,71.01,61.96,248.15,115.28,117.8,181.33,75.62,130.84,601.12,47.86,76.82,153.85,179.43,59.59
2/14/2023,143.2,69.21,61.52,244.36,114.21,116.42,181.02,76.03,132.34,602.31,47.7,78.8,153.2,179.48,58.62
2/15/2023,143.8,69.27,61.83,248.7,114.79,116.07,180.67,76.94,133.07,607.69,48.45,82.69,155.33,177.16,59.16
2/16/2023,141.82,69.13,62.16,246.52,112,115.73,177.94,75.69,130.16,600.54,50.99,78.63,153.71,172.44,58.44
2/17/2023,142.24,69.37,60.82,247.79,112.99,111.28,177.3,76.07,127.72,595.59,50.77,75.02,152.55,172.88,58.56
2/21/2023,139.63,68.13,59.72,240.71,109.25,111.17,173.48,73.66,123.7,581.54,49.69,71.95,148.48,172.08,56.78
2/22/2023,138.56,68.36,60.66,237.89,108.94,109.73,174.7,73.68,123.95,576.17,49.31,72.94,148.91,171.12,57.1
2/23/2023,139.67,68,60.31,237.95,108.91,110.74,175.14,72.87,126.2,583.8,49.21,74.15,149.4,172.04,57.2
2/24/2023,140.93,68.57,60.17,236.17,107.8,110.75,174.25,72.92,124.34,577.75,48.48,77.36,146.71,170.39,57.05
2/27/2023,142.16,68.23,60.65,239.98,108.27,110.55,173.3,71.86,123.42,585.45,48.73,75.14,147.92,169.54,56.35
2/28/2023,143.35,68.15,61.11,239.55,107.74,109.91,173.99,71.03,123.53,594.29,48.42,76.73,147.41,174.94,56.06
3/1/2023,142.55,68.12,60.96,248.67,110.21,110.89,175.91,69.87,123.68,593.57,48.34,76.63,145.31,173.42,55.55
3/2/2023,141.07,67.56,60.03,252.18,109.9,111.4,175.34,72.21,123.78,598.65,48.53,78.04,145.91,174.53,56
3/3/2023,143.66,68.44,60.2,255.31,111.26,112.81,179.09,73.83,123.6,632.76,49.28,80.88,151.03,185.25,56.22
3/6/2023,142.82,68.22,60.34,253.98,109.93,113.81,179.06,74.4,122.41,632.92,49.42,80.81,153.83,184.9,56.07
3/7/2023,138.62,67.06,58.49,246.14,107.09,111.61,175.32,73.75,119.19,625.15,48.91,78.04,151.6,184.51,55.01
3/8/2023,137.8,66.12,57.35,248.72,107.16,109.98,174.83,74.25,121.2,632.26,49.11,77.95,152.87,184.97,55.13
3/9/2023,130.34,64.84,55.8,240.96,105.52,109.13,172.12,73.76,117.22,622.52,48.81,73.8,150.59,181.69,54.32
3/10/2023,133.65,64.03,53.15,227.01,104.06,107.78,165.7,73.01,115.19,614.83,48.56,71.01,148.5,179.51,52.6
3/13/2023,131.25,62.16,50.07,224.7,103.5,106.54,157.63,73.29,114.43,616.47,48.41,69.46,150.47,180.9,51.97
3/14/2023,134.62,63.12,51.12,225.67,102.78,106.94,163.91,74.55,116.55,632.46,49.05,73.63,152.59,194.02,52.76
3/15/2023,128.26,61.24,47.96,217.26,102.78,101.62,159.81,75.52,115.49,626.04,49.06,74.07,152.99,197.75,51.91
3/16/2023,130.75,62.48,50.19,218.71,104.21,101.03,160.73,76.23,120.51,636.5,50.12,75.09,155.85,204.93,53.11
3/17/2023,125.81,61.29,47.24,215.01,103.02,99.84,156.52,75.67,120.73,630.97,50.19,73.98,155,195.61,52.75
3/20/2023,127.14,63.38,48.85,220.31,104.31,102.45,158.74,75.97,121.82,643.71,50.94,74.5,157.4,197.81,52.92
3/21/2023,130.55,64.7,51.25,224.92,104.29,107.04,164.56,75.36,123.8,636.75,50.67,77.46,159.28,202.16,54.01
3/22/2023,127.18,63.13,48.75,219.95,101.54,104.59,162.75,74.13,121.97,630.92,49.46,72.65,157.83,199.81,52.94
3/23/2023,126.84,62.53,47.16,219.44,101,103.41,162.76,73.81,124.15,639.23,49.73,61.88,158.93,204.28,52.49
3/24/2023,124.91,62.88,47.34,217.01,101.14,103.53,159.78,75.69,124.76,636.17,50.51,60.68,160.25,206.01,53.07
3/27/2023,128.49,63.11,47.46,218,101.49,105.8,163.12,75.44,123.6,626.84,50.54,64.4,158.28,202.84,53.25
3/28/2023,128.88,63.56,47.5,220.16,101.74,107.12,159.21,75.24,121.34,624.7,50.39,63.76,157.65,200.68,52.94
3/29/2023,129.14,64.29,48.7,223,103.19,108.96,163.59,76.11,125.09,625.5,51.17,66.49,160.77,205.35,54.09
3/30/2023,128.75,64.29,49.82,224.54,102.78,109.49,162.41,76.59,127.4,633.75,51.43,68.49,162.36,207.84,54.03
3/31/2023,130.31,64.52,50.36,228.84,105.11,109.66,164.95,77.08,127.58,641.54,52.28,68.65,164.9,211.94,54.67
4/3/2023,130.16,64.66,50.42,229.87,104.57,116.13,163.78,76.67,124.74,642.47,52.31,67.83,166.17,213.07,54.4
4/4/2023,128.42,63.91,49.87,217.45,102.25,115.02,162.56,77.16,122.3,634.41,51.82,68.84,165.63,214.72,54.7
4/5/2023,127.61,64.46,50.24,213.53,102.29,116.99,161.08,78.33,123.04,629.01,51.82,67.66,163.76,211.48,54.56
4/6/2023,127.47,64.56,51.08,209.17,101.56,115.05,158.83,78.97,123,622.64,51.27,68.1,164.66,216.1,54.9
4/10/2023,127.89,64.97,51.11,215.53,102.76,114.54,161.14,78.43,124.29,627.39,51.33,66.36,162.03,214.75,54.38
4/11/2023,128.52,65.71,51.2,220.6,104.56,115.35,161.83,78.34,123.57,621.57,50.62,66.42,160.8,213.85,54.35
4/12/2023,128.5,65.98,51.32,220.5,104.37,115.23,159.29,78.59,120.27,616.7,50.11,62.74,160.1,214,54.89
4/13/2023,128.99,66.3,51.62,221.67,106.15,115.77,162.3,78.85,121.13,624.24,50.8,64.56,165.56,220.35,55.56
4/14/2023,138.73,66.21,51.44,223.68,105.77,116.05,163.22,78.02,120.16,619.54,50.54,64.04,165.21,221.49,55.16
4/17/2023,139.83,66.57,51.92,225.24,106.78,114.7,163.71,78.54,119.38,627.36,50.28,64.19,165.23,218.86,55.77
4/18/2023,141.4,66.89,52.46,225.2,106.27,116.94,164.4,78.3,118.36,632.32,50.31,63.9,166.47,217.89,55.61
4/19/2023,141.22,66.94,53.17,224.65,106.08,116.57,164.95,78.94,118.54,634.5,48.04,62.87,167.63,215.7,57.36
4/20/2023,140.81,66.48,52.34,222.27,104.73,115.64,163.28,78.75,118.64,633.02,46.58,62.36,166.65,213.07,56.49
4/21/2023,140.54,65.98,51.55,220.27,104.48,116.01,163.78,78.99,117.76,632.9,47.03,63.48,165.02,212.89,56.97
4/24/2023,140.73,66.08,51.82,223.43,105.06,118.2,160.59,79.04,117.35,634.54,47.39,64.5,165.33,212.79,56.58
4/25/2023,137.67,65.77,50.95,218.63,104.37,116.52,156.12,77.82,114.05,622.02,47.09,61,163.77,207.55,55.27
4/26/2023,135.23,65.39,50.81,216.19,102.92,115.45,155.72,74.07,114.16,616.19,46.54,60.57,163.76,209.4,54.13
4/27/2023,137.05,69.47,52.14,214.33,105.33,116.83,158.45,75.85,113.92,618.41,46.56,60.58,168.41,238.56,54.82
4/28/2023,138.24,69.85,53.04,218.8,106.22,118.34,161.34,76.63,116.8,626.5,47.25,60.79,169.68,240.32,55.37
5/1/2023,141.2,70.36,53.09,217.27,105.85,114.67,159.32,76.8,115.84,637.95,47.34,60.22,169.59,243.18,55.05
5/2/2023,138.92,68.64,51.93,215.15,102.98,110.1,153.25,75.94,116.11,612.34,46.36,57.76,168.54,239.24,54.27
5/3/2023,135.98,67.36,51.35,215.64,102.83,107.93,152.21,75.39,112.83,613.2,45.96,59.32,167.45,237.03,53.56
5/4/2023,134.12,66.82,49.88,210.38,101.84,106.04,148.81,75.51,106.58,610.16,45.7,60.43,165.79,233.52,53.79
5/5/2023,136.74,67.59,53.79,215.09,103.35,108.68,152.65,75.51,108.78,630.12,46.25,59.25,173.57,232.78,54.92
5/8/2023,137.07,67.64,53.75,214.79,102.34,109.11,153.04,76.06,108.31,629.06,46.34,58.8,173.5,233.27,54.92
5/9/2023,136.41,67.42,53.1,213.49,100.8,109.14,153.38,75.58,105.77,618.51,46.47,59.32,171.77,233.37,54.56
5/10/2023,136.48,66.72,52.61,213.17,100.9,107.74,148.68,76.89,106.46,626.27,46.71,57.53,173.56,233.08,55.2
5/11/2023,136.05,66.67,52.81,210.03,100.78,105.79,147.99,76.1,104.06,627.67,46.37,57.31,173.75,235.79,55.22
5/12/2023,134.1,66.11,52.49,209.54,100.27,105.78,147.93,77.96,103.62,631.15,46.71,55.56,172.57,233.81,55.14
5/15/2023,135.23,66.09,52.54,211.29,100.49,105.07,150,77.54,106.28,639.8,47.1,56.87,172.07,238.86,55.17
5/16/2023,134.32,65.16,52.31,207.2,98.01,102.52,148.41,75.84,103.79,641.44,46.92,55.54,172.07,238.82,54.54
5/17/2023,138.45,66.19,53.74,212.1,100.18,104.82,152.09,75.34,104.81,657.47,47.63,57.76,172.69,242.49,54.93
5/18/2023,139.5,66.91,54.31,214.72,99.64,105.77,153.48,75.1,106.96,677.9,48.2,59.52,175.05,246.85,55.22
5/19/2023,139.18,66.88,53.85,214.78,99.03,106.26,152.95,74.48,105.86,682.25,49.13,58.65,175.16,245.64,55.32
5/22/2023,138.03,66.58,53.96,214.26,101.71,104.97,155.51,74.58,105.28,678.37,48.82,60.62,174.2,248.32,55.46
5/23/2023,136.59,66.04,55.77,212.71,100.7,106.4,152.56,74.16,103.56,686.5,48.91,61.56,171.56,246.74,54.4
5/24/2023,135.34,64.56,54.57,209.7,96.99,107.59,150.72,74.24,103.02,679.53,48.41,61.86,171.84,249.21,53.86
5/25/2023,135.67,64.61,53.68,209.98,97.05,105.66,151.08,73.39,104.02,728.8,49.03,59.3,172.99,252.69,53.18
5/26/2023,136.94,64.49,54.07,211.8,96.94,104.97,157.24,73.92,110.35,812.73,49.86,59,175.43,262.04,54.22
5/30/2023,137.46,65.24,54.72,209.9,96.06,104.04,158.01,72.69,116,803.34,50.17,58.84,177.3,262.52,54.95
5/31/2023,135.71,64.21,52.83,205.75,93.31,102.18,158.56,73.46,113.41,807.96,49.67,60.39,177.25,264.72,55.35
6/1/2023,137.58,64.69,53.74,209.07,94.28,103.36,162.72,72.96,115.83,789.95,49.74,61.5,180.09,272.61,55.03
6/2/2023,140.47,66.6,55.2,226.63,102.53,105.76,168.56,73.85,115.62,812,50.02,63.46,180.95,272.61,56.33
6/5/2023,139.09,67.13,54.23,222.47,97.98,105.29,167.43,73.59,112.73,802.3,50.21,63.54,179.58,271.39,56.02
6/6/2023,139.34,67.67,55.93,226.68,98.29,106.15,171.82,73.38,116.36,790,49.81,65.98,179.21,271.12,57.13
6/7/2023,140.69,68.4,56.73,235.55,101,108.53,171.55,74.17,115.18,792.63,49.78,66.24,177.82,263.6,57.05
6/8/2023,140.73,68.21,56.63,234.45,100.76,108.19,171.14,74.9,116.35,804.2,49.68,65.09,180.57,264.58,57.67
6/9/2023,141.01,68.97,56.88,235.03,99.9,107.39,171.72,74.07,119.11,804.62,49.66,64.94,180.96,264.95,57.83
6/12/2023,141,68.74,56.22,237.9,101.26,106.42,173.64,73.98,122.14,855.36,50.48,64.2,183.79,271.05,51
6/13/2023,142.02,69.4,56.63,245.44,102.74,106.44,175.14,74.35,124.43,851.12,50.8,65.52,183.31,271.32,51.06
6/14/2023,141.49,68.76,55.84,243.32,101.95,105.16,174.47,73.4,123.4,886.18,50.96,63.69,183.95,273.35,51.16
6/15/2023,143.09,69.76,56.62,247.67,103.81,105.89,173.81,74.36,123.61,883.43,51.93,66.19,186.01,281.83,52.27
6/16/2023,143.26,69.43,57.3,245.27,104.54,105.13,172.21,75.59,122.68,868.11,52.07,66.51,184.92,281,51.22
6/20/2023,142.53,67.8,56.08,241.15,102.3,102.72,169.41,74.76,119.82,868.03,51.55,66.8,185.01,284.33,51.62
6/21/2023,142.32,67.53,56.46,241.48,101.47,103.87,167.92,75.78,115.76,847.66,50.85,65.46,183.96,281.64,50.56
6/22/2023,139.58,67.54,55.97,237.34,100.43,103.3,168.26,75.13,116.4,842.43,51.12,64.11,187,284.88,49.55
6/23/2023,138.85,67.14,55.22,234.44,100.72,102.4,168.07,74.17,113.43,822.15,50.33,62.86,186.68,288.73,49.64
6/26/2023,139.19,67.58,55.67,236.95,100.41,104.29,167.11,74.29,116.63,821.63,50.21,61.75,185.27,278.47,49.61
6/27/2023,139.2,68.5,56.45,240.69,98.26,104.55,168.19,73.91,119.79,848.4,50.86,63.93,188.06,287.05,49.82
6/28/2023,138.59,68.38,56.46,241.87,98.57,105.4,169.78,73.44,117.54,847.94,50.87,64.77,189.25,285.29,49.58
6/29/2023,143.43,69.12,57.2,244.24,99.24,106.7,172.08,72.81,118.06,862.57,51.21,64.39,189.59,281.53,49.85
6/30/2023,145.44,69.8,57.54,246.05,100.09,107.25,174.2,74.2,119.04,867.43,51.74,66.57,193.97,286.98,49.85
7/3/2023,146.61,70.19,57.94,247.33,101.14,107.46,175.44,74.38,120.09,876.44,51.82,66.2,192.46,286.02,49.7
7/5/2023,144.64,69.91,57.71,244.83,98.63,106.91,175.57,74.95,117.13,861.86,51.51,68.97,191.33,294.37,49.92
7/6/2023,143.21,69.64,57.6,240.58,96.31,102.92,170.94,73.02,115.22,848,51.11,64.61,191.81,291.99,48.99
7/7/2023,144.34,70.04,58.2,245.18,97.29,103.16,169.8,72.05,115.94,846.75,50.99,67.27,190.68,290.53,48.97
7/10/2023,145.15,69.57,58.08,248.81,97.19,104.69,171.71,71.71,117.12,877.73,51.4,69.06,188.61,294.1,49.1
7/11/2023,147.42,70.5,58.75,252.85,101.92,105.97,174.64,72.19,116.87,882.05,52.12,71.1,188.08,298.29,49.71
7/12/2023,148.15,70.25,58.65,253.6,101.57,106.49,174.33,73.47,118.68,889.95,50.74,71.22,189.77,309.34,50
7/13/2023,148.87,69.95,58.89,255.86,102.86,104.54,174.24,73.71,123.12,890.36,51.53,76.2,190.54,313.41,51.17
7/14/2023,149.77,69.58,57.65,255.62,102.3,100.94,173.39,73.2,122.56,888.58,50.38,75.46,190.69,308.87,50.61
7/17/2023,153.38,70.38,59.1,257.46,101.7,101.38,175.39,72.66,123.4,910.35,50.81,78.06,193.99,310.62,50.9
7/18/2023,153.66,70.94,59.37,263.81,103.01,100.92,178.04,72.05,122.86,903.43,51.24,79.03,193.73,312.05,51.38
7/19/2023,154.25,71.32,59.12,262.75,103.48,101.62,177.12,72.1,124.42,901.37,52.43,78.19,195.1,316.01,50.43
7/20/2023,156.15,72.39,60.24,261.09,104.29,103.41,177.11,74.1,120.72,888.34,52.37,76.17,193.13,302.52,49.61
7/21/2023,154.95,72.41,59.95,257.65,104.33,103.89,170.22,75.9,124.72,896.75,52.63,76.12,191.94,294.26,50.71
7/24/2023,158,72.46,60.26,259.37,104.27,105.52,167.79,75.5,124.1,901.59,53.11,77.14,192.75,291.61,51.05
7/25/2023,156.82,72.5,59.89,262.06,109.83,105.68,166.5,75.44,125.07,917.99,53.6,76.87,193.62,294.47,51.07
7/26/2023,157.76,72.77,60.84,258.32,112.64,105.09,167.75,74.37,124.02,893.09,53.22,77.41,194.5,298.57,50.92
7/27/2023,156.02,72.06,60.64,258.3,111.19,105.42,163.6,73.27,125.85,893.53,53,75.77,193.22,311.71,50.27
7/28/2023,156.91,72.39,60.16,260.43,111.88,104.16,165.43,72.85,129.48,899.79,52.09,78.36,195.83,325.48,50.49
7/31/2023,157.96,72.34,60.28,265.17,111.5,107.24,168.88,73.3,132.17,898.65,52.04,80.53,196.45,318.6,50.49
8/1/2023,157.18,72.11,60.38,288.65,110.56,106.62,169.65,72.17,132.08,920,52.66,78.76,195.61,322.71,50.24
8/2/2023,155.4,76.24,61.27,287.57,108.91,105.29,166.75,71.91,129.27,892.3,52.58,74.49,192.58,314.31,49.67
8/3/2023,156.35,77.05,61.14,281.45,107.19,107.12,166.41,70.1,118.7,884.98,53.15,73.55,191.17,313.19,49.38
8/4/2023,156.02,76.85,60.69,276.44,105.51,107.42,165.41,69.17,121.5,881.65,52.63,63.52,181.99,310.73,49.45
8/7/2023,156.76,77.95,61.91,281.65,105.23,107.2,166.96,68.64,119.34,897.06,53.01,64.01,178.85,316.56,50
8/8/2023,155.88,77.06,61.5,282.89,104.12,107.73,165.87,68.71,117.66,883.16,53.06,62.38,179.8,312.64,50.04
8/9/2023,153.79,75.67,60.34,284.53,103.71,109.56,163.82,68.92,116.57,850.73,52.99,62.71,178.19,305.21,50.46
8/10/2023,153.56,75.71,60.42,283.82,103.9,110.12,163.54,68.29,115.61,842.9,53.37,62.24,177.97,305.74,51.51
8/11/2023,154.45,76.45,60.53,285.22,104.55,111.83,165.27,68.92,114.61,829.76,53.79,60.57,177.79,301.64,50.96
8/14/2023,154.77,76.64,59.82,284.54,103.42,111.92,166.08,68.56,114.02,854.1,53.88,60.15,179.46,306.19,51.08
8/15/2023,150.83,75.73,58.78,277.37,101.14,108.16,161.91,67.35,111.68,842.52,53.35,58.36,177.45,301.95,50.57
8/16/2023,150.19,75.83,58.61,274.51,100.79,106.34,160.76,67.56,110.15,832.99,52.96,57.49,176.57,294.29,50.85
8/17/2023,148.63,75.61,58.06,275.17,101.8,108.4,160.58,67.51,110.08,827.1,54.73,56.1,174,285.09,51.67
8/18/2023,148.97,74.85,57.95,273.8,100.01,110.04,160.23,67.83,110.1,825.84,55.04,56.88,174.49,283.25,51.8
8/21/2023,149.48,74.45,57.79,272.75,99.19,108.71,160.88,67.08,110.68,865.14,55.44,57.56,175.84,289.9,51.79
8/22/2023,146.38,73.39,57.34,270.2,98.51,108.1,159.08,67.52,109.47,855.79,55.46,56.07,177.23,287.6,51.96
8/23/2023,147.37,73.17,57.62,273.03,99.65,107.15,159.44,67.89,111.17,876.58,55.98,57.22,181.12,294.24,52.65
8/24/2023,147.23,74.31,58.09,269.3,98.5,106.35,157.79,67.22,108.51,854.46,55.24,55.63,176.38,286.75,52.33
8/25/2023,147.05,74.25,57.85,272.56,98.95,108.25,158.32,67.96,110.32,851.82,55.7,55.86,178.61,285.5,52.73
8/28/2023,147.56,74.58,57.87,274.79,104.12,109.16,159.19,68.02,111.68,861.08,56.2,55.87,180.19,290.26,53.17
8/29/2023,148.76,74.66,58.35,280.03,105.57,109.81,160.24,67.51,113.78,889.93,56.56,57.76,184.12,297.99,53.34
8/30/2023,148.16,74.68,58.34,282.33,104.45,110.88,160.17,67.09,113.27,892.28,56.81,57.72,187.65,295.1,52.66
8/31/2023,146.33,74.57,58.52,281.13,106.67,111.19,157.99,66.8,114.53,922.89,57.35,57.65,187.87,295.89,52.48
9/1/2023,146.82,74.77,59.24,286.25,106.95,113.52,159.62,66.87,115.39,872.52,57.84,58.17,189.46,296.38,51.94
9/5/2023,145.2,74.2,58.6,281.63,106.85,113.53,160,66.2,116.55,872.17,57.26,58.74,189.7,300.15,50.71
9/6/2023,144.96,74.23,59.19,282.9,106.37,114.51,158,65.69,114.68,872.27,57.16,57.64,182.91,299.17,51.58
9/7/2023,143.72,74.65,59.65,281.43,105.95,113.95,156.78,66.25,106.4,857.03,56.79,56.04,177.56,298.67,51.66
9/8/2023,143.83,74.83,59.66,282.28,106.24,115.61,157.43,66.83,106.14,857.55,56.67,53.08,178.18,297.89,51.43
9/11/2023,144.46,75.59,59.69,282.05,107.89,114.16,157.83,67.53,110.28,859.14,56.84,53.94,179.36,307.56,51.37
9/12/2023,146.34,76.27,60.57,281.81,107.16,117.49,158.5,67.73,111.23,844.52,56.39,54.33,176.3,301.66,51.47
9/13/2023,146.41,76.39,60.65,275.92,101.05,116.44,159.14,68.43,112.64,852.93,56.28,54.15,174.21,305.06,51.1
9/14/2023,149.25,77.31,61.2,282.56,102.32,118.52,161.78,69.28,114.04,871.64,56.37,53.85,175.74,311.72,51.47
9/15/2023,148.81,76.51,61.18,279.15,101.06,116.7,163.75,68.64,113.14,851.68,56.04,52.83,175.01,300.31,50.77
9/18/2023,149.12,76.92,61.68,280.94,101.04,117.64,159.63,68.24,112.75,850,56.11,51.25,177.97,302.55,51.02
9/19/2023,148.93,77.37,62.36,279.67,100.23,117.33,159.35,67.59,110.72,849.2,55.84,49.8,179.07,305.07,50.93
9/20/2023,148.3,77.15,62.32,278.61,98.99,116.4,157.23,67.35,109.22,830.57,55.5,47.57,175.49,299.67,50.57
9/21/2023,147.14,76.16,61.33,272.03,97.49,114.76,154.71,66.91,107.96,808.36,53.34,45.62,173.93,295.73,48.84
9/22/2023,145.73,76.31,61.58,273.06,97.04,114.94,153.08,67.7,107.68,829.08,53.57,44.71,174.79,299.08,48.67
9/25/2023,146.45,76.79,62.13,274.27,94.79,116.23,153.23,67.47,110.43,833.89,53.48,45.59,176.08,300.83,48.64
9/26/2023,144.93,76.44,61.26,269.52,93.88,116.41,151.12,65.34,109.72,816.19,52.71,44.81,171.96,298.96,47.98
9/27/2023,145.78,77.03,61.01,272.71,93.46,120.2,149.9,59.96,109.19,816.81,53.2,44.14,170.43,297.74,48.33
9/28/2023,147.59,77.67,61.28,276.24,93.26,119.47,150.23,57.08,111.1,832,53.88,44.35,170.69,303.96,48.92
9/29/2023,145.02,76.75,60.6,273,93.62,117.58,149.19,57.29,111.06,830.58,53.76,44.26,171.21,300.21,48.59
10/2/2023,143.77,76.47,60.05,271.72,90.22,115.63,149.48,52.15,111.1,834.95,54.39,43.19,173.75,306.82,48.42
10/3/2023,142.71,75.43,58.64,268.97,88.79,115.83,145.05,52.78,110.19,814.83,53.65,41.9,172.4,300.94,47.25
10/4/2023,143.35,76.07,59.36,265.03,88.02,111.5,146.63,50.62,109.85,823.81,53.45,41.9,173.66,305.58,48.78
10/5/2023,142.9,76.44,60.15,260.8,87.83,108.99,147.09,49.45,109.8,823.86,53.07,42.64,174.91,304.79,49.02
10/6/2023,145.1,77.6,60.87,266.04,88.4,107.17,149.32,50.24,110.88,845.26,53.45,43.83,177.49,315.43,49.61
10/9/2023,144.77,78.19,61.09,271.3,89.05,110.92,148.82,49.32,111.8,855.88,53.92,43.71,178.99,318.36,49.73
10/10/2023,145.65,78.82,61.17,273.21,90.64,110.45,150.93,51.58,112.31,858.41,53.87,46,178.39,321.84,49.87
10/11/2023,146.15,79.8,61.53,272.83,90.39,106.49,151.51,53.54,111.12,874.56,53.66,46.69,179.8,327.82,49.66
10/12/2023,145.81,79.86,61.14,269.61,89.02,106.47,151.28,53,111.46,905.6,53.85,45.45,180.71,324.16,49.32
10/13/2023,148,80.25,61.09,267.94,88.68,109.87,151.1,54.49,108.66,883.18,53.77,43.17,178.85,314.69,49.37
10/16/2023,147.85,81.09,62.61,270.79,89.94,109.95,152.79,54.38,110.51,902.57,54.16,44.76,178.72,321.15,50.3
10/17/2023,147.53,81.4,63.18,272.65,90.55,111.39,154.39,54.17,112.2,884.4,53.94,45.9,177.15,324,49.93
10/18/2023,145.91,80.35,62.6,259.22,88.4,112.95,151.53,53.24,110.98,887.03,53.77,44.58,175.84,316.97,51.92
10/19/2023,145.29,79.55,61.17,252.89,87.06,113.02,149.62,52.39,111.28,867.83,53.32,44.17,175.46,312.81,51.29
10/20/2023,142.95,77.58,59.52,249.2,86.55,111.08,141.57,51.96,108.63,853.63,52.93,43.98,172.88,308.65,50.6
10/23/2023,141,77.16,58.98,247.32,85.6,109.45,144.59,51.52,108.66,862.22,52.2,43.9,173,314.01,49.82
10/24/2023,141.17,77.76,59.87,249.55,90.12,108.39,144.42,55.12,109.39,881.11,53.01,45.35,173.44,312.55,49.46
10/25/2023,140.4,78.26,60.96,244.94,89.39,108.59,143.52,56.46,104.78,849.63,52.4,41.72,171.1,299.53,49.49
10/26/2023,140.76,77.52,60.85,242.43,88.65,107.6,143.34,57.57,105.62,826.75,51.37,41.68,166.89,288.35,49.7
10/27/2023,135.69,76.49,59.53,238.56,87.52,105.55,141.31,56.24,106.46,838.36,51.56,40.02,168.22,296.73,47.59
10/30/2023,137.42,77.4,61,242.16,89.52,105.88,143.27,57.2,107.83,841.25,51.57,39.22,170.29,302.66,48.91
10/31/2023,139.06,78.11,61.31,226.05,90.95,105.85,146.03,58.3,108.99,841.37,52.13,40.25,170.77,301.27,49.6
11/1/2023,138.94,79.05,62.05,231.83,90.56,105.64,146.45,58.43,110.89,852.94,52.19,40.96,173.97,311.85,48.71
