Date_Time,JP_Morgan,Aflac,American_International_Group,Caterpillar,3M,Exxon,American_Express,Nextera,Qualcomm,Broadcom,Cisco,Square,Apple,Facebook,Deutsche_Boerse,Nasdaq_Inc
7/26/2019,116.22,53.89,57.27,132.92,173.98,74.81,126.78,52.29,75.22,300.92,56.53,81.81,51.94,199.75,126.95,32.69
7/29/2019,115.85,52.96,56.48,134.46,176.76,75.34,127.19,52.85,74.97,301.74,56.93,80.20,52.42,195.94,127.45,32.22
7/30/2019,115.59,52.88,56.32,132.95,177.63,75.35,126.47,52.35,74.81,299.56,56.47,80.49,52.20,197.04,124.35,32.27
7/31/2019,116.00,52.64,55.99,131.67,174.72,74.36,124.37,51.79,73.16,289.99,55.40,80.41,53.26,194.23,124.80,32.12
8/1/2019,112.94,52.31,54.71,126.79,173.36,72.46,124.09,52.56,71.20,285.34,55.39,80.98,52.11,192.73,126.30,32.55
8/2/2019,112.93,52.53,54.33,124.54,170.55,71.75,124.31,52.85,71.15,278.53,53.25,69.60,51.01,189.02,133.00,32.65
8/5/2019,109.57,51.36,52.81,121.65,164.71,70.28,120.72,52.01,68.80,267.66,51.37,64.85,48.33,181.73,130.05,31.45
8/6/2019,110.43,52.03,54.38,122.08,163.71,70.96,122.55,52.85,68.17,266.44,52.60,64.60,49.25,184.51,127.70,31.95
8/7/2019,108.03,52.11,54.41,120.78,163.64,70.50,123.54,53.22,69.40,270.05,52.34,65.00,49.76,185.15,125.60,32.04
8/8/2019,109.86,52.88,56.82,122.02,164.22,72.38,125.29,53.81,71.26,270.98,53.16,66.27,50.86,190.16,127.55,32.75
8/9/2019,109.74,52.88,56.26,119.38,163.47,70.84,126.17,54.12,71.50,275.73,52.43,65.01,50.25,187.85,129.00,32.85
8/12/2019,107.68,52.32,55.08,116.72,162.10,69.63,123.95,53.86,69.80,275.64,51.54,62.30,50.12,185.37,128.55,32.19
8/13/2019,109.34,52.92,56.12,119.01,164.88,70.49,126.32,53.90,72.18,283.70,52.72,63.00,52.24,188.45,127.80,32.64
8/14/2019,104.80,51.28,53.39,115.21,158.81,67.65,122.65,53.74,70.88,271.56,50.61,61.55,50.69,179.71,128.20,31.77
8/15/2019,105.20,52.07,53.74,115.25,156.84,67.25,122.38,54.29,71.16,268.64,46.25,62.00,50.44,182.59,127.10,32.33
8/16/2019,107.72,52.65,54.31,116.43,161.50,68.30,124.63,54.38,73.28,273.78,46.96,62.87,51.63,183.70,127.25,32.51
8/19/2019,108.69,52.68,54.81,117.36,162.95,69.45,124.40,54.74,74.87,278.78,48.50,64.08,52.59,186.17,129.00,33.14
8/20/2019,107.31,51.86,53.43,116.67,161.01,69.03,121.42,54.78,76.07,280.37,47.93,64.37,52.59,183.81,129.85,32.97
8/21/2019,107.61,48.98,53.69,117.68,161.15,69.72,122.50,55.31,76.70,287.50,48.77,65.41,53.16,183.55,129.45,33.11
8/22/2019,108.72,49.51,53.75,117.89,160.88,69.57,122.27,55.40,77.15,287.62,48.18,64.68,53.12,182.04,131.25,33.38
8/23/2019,106.02,48.36,52.49,114.06,155.85,67.49,117.76,55.47,73.52,272.13,46.61,61.78,50.66,177.75,130.90,32.51
8/26/2019,106.87,48.95,53.08,114.42,156.12,67.85,118.53,55.90,72.91,277.22,47.10,62.80,51.62,180.36,131.50,32.89
8/27/2019,105.74,48.98,52.74,113.38,155.75,67.19,117.75,56.00,73.97,275.57,46.79,61.75,51.04,181.30,131.25,32.76
8/28/2019,106.80,49.12,52.45,114.86,157.55,67.68,119.09,55.30,74.35,276.06,46.87,62.15,51.38,181.76,128.95,32.84
8/29/2019,109.22,49.60,52.46,117.77,160.36,68.43,120.74,55.28,76.45,283.37,47.27,62.84,52.25,185.57,127.20,33.26
8/30/2019,109.86,50.18,52.04,119.00,161.72,68.48,120.37,54.77,77.77,282.64,46.81,61.84,52.19,185.67,127.95,33.28
9/3/2019,108.56,50.38,52.40,117.03,158.64,68.56,117.60,56.39,75.12,274.05,46.50,61.13,51.42,182.39,133.75,33.18
9/4/2019,109.87,50.79,54.40,119.10,160.07,69.29,118.40,56.03,77.09,283.02,47.32,61.17,52.30,187.14,137.20,33.30
9/5/2019,112.37,51.13,54.68,122.99,164.23,70.27,120.67,54.95,78.99,291.02,48.42,63.02,53.32,190.90,137.20,34.01
9/6/2019,112.61,51.57,54.85,122.70,163.94,70.93,120.19,55.04,78.84,291.91,48.84,62.00,53.31,187.49,137.95,34.75
9/9/2019,115.40,51.08,55.41,127.25,165.94,71.49,119.92,54.97,78.21,292.61,48.58,61.47,53.54,188.76,136.25,34.28
9/10/2019,116.87,50.97,55.50,130.29,168.86,72.07,117.31,54.53,78.71,294.44,49.21,60.55,54.17,186.17,137.40,32.72
9/11/2019,117.19,51.40,56.60,133.09,168.08,71.93,118.00,55.01,79.90,298.01,50.03,59.20,55.90,188.49,136.10,32.73
9/12/2019,117.91,51.47,56.76,131.75,170.58,71.98,119.02,55.19,79.08,300.58,49.93,57.79,55.77,187.47,135.50,33.00
9/13/2019,120.23,51.77,57.29,133.78,171.44,72.64,119.20,54.62,78.41,290.32,50.03,58.29,54.69,187.19,136.70,33.17
9/16/2019,119.16,51.91,56.32,133.15,169.67,73.73,117.64,54.58,78.04,288.66,49.96,59.25,54.97,186.22,138.00,33.09
9/17/2019,118.57,52.44,57.08,132.17,168.07,73.17,119.05,55.56,78.69,288.83,49.41,59.60,55.17,188.08,138.15,34.24
9/18/2019,119.76,52.61,57.65,131.07,167.44,72.82,118.74,55.97,78.90,287.74,49.34,59.75,55.69,188.14,138.15,34.21
9/19/2019,119.38,52.56,57.89,130.12,167.07,72.33,117.79,56.22,78.23,290.64,49.19,59.03,55.24,190.14,139.05,33.89
9/20/2019,118.90,51.97,57.45,128.16,166.76,72.08,116.80,56.43,76.44,284.26,49.60,57.85,54.43,189.93,139.25,33.56
9/23/2019,118.88,52.35,57.30,128.42,166.76,72.13,118.24,56.32,77.24,285.46,49.42,56.76,54.68,186.82,139.55,33.42
9/24/2019,117.33,52.42,57.00,125.99,164.74,71.14,118.17,57.13,75.23,282.31,49.12,57.50,54.42,181.28,139.35,33.79
9/25/2019,118.00,52.17,56.53,126.61,164.00,71.35,119.12,57.34,77.26,275.77,49.61,58.51,55.26,182.80,139.70,34.25
9/26/2019,117.03,51.91,55.88,126.39,163.83,70.97,118.91,57.93,77.35,276.91,48.83,60.80,54.97,180.11,140.70,33.94
9/27/2019,117.72,51.89,56.16,126.59,164.53,71.48,118.59,57.81,76.63,274.14,48.84,60.75,54.71,177.10,140.05,33.36
9/30/2019,117.69,52.32,55.70,126.31,164.40,70.61,118.28,58.25,76.28,276.07,49.41,61.95,55.99,178.08,142.00,33.12
10/1/2019,115.55,51.54,54.37,122.37,158.38,68.95,116.70,58.01,75.47,274.85,47.74,61.63,56.15,175.81,143.55,32.86
10/2/2019,113.25,50.58,53.47,119.96,155.65,67.15,112.86,57.28,73.99,270.07,46.56,60.08,54.74,174.60,143.40,31.91
10/3/2019,112.19,51.18,53.21,120.04,155.23,67.98,112.55,57.54,75.73,274.43,47.06,62.05,55.21,179.38,140.50,32.38
10/4/2019,114.62,52.10,54.43,121.04,155.82,68.97,114.41,58.40,77.49,281.43,47.52,62.65,56.75,180.45,137.65,33.08
10/7/2019,114.37,51.95,53.63,120.25,153.52,68.02,113.65,58.14,76.34,276.08,47.77,62.25,56.76,179.68,140.30,33.00
10/8/2019,111.82,51.04,52.42,117.97,150.74,66.70,112.54,57.49,72.85,270.33,46.39,60.80,56.10,177.75,139.75,32.36
10/9/2019,112.63,51.50,53.04,119.44,150.99,67.44,113.92,58.34,74.35,273.15,46.84,62.22,56.76,179.85,139.65,32.44
10/10/2019,114.21,52.07,54.06,122.69,152.31,68.25,115.02,58.00,74.97,274.45,46.15,62.03,57.52,180.03,140.65,32.85
10/11/2019,116.14,52.44,54.42,128.40,158.10,68.98,116.40,57.38,76.70,280.91,46.56,61.54,59.05,184.19,140.95,33.10
10/14/2019,116.45,52.51,54.21,128.38,160.51,69.18,116.39,57.22,76.30,281.66,46.05,61.83,58.97,183.28,141.90,32.78
10/15/2019,119.96,52.83,54.68,131.03,162.98,69.42,117.59,56.88,77.82,290.32,46.36,64.29,58.83,188.89,143.85,32.64
10/16/2019,119.68,52.66,54.34,130.19,162.18,68.23,117.41,57.48,78.23,288.48,46.79,63.00,58.59,189.55,145.50,32.69
10/17/2019,120.35,52.65,54.06,132.07,163.54,68.14,119.10,57.77,78.97,289.43,47.03,63.40,58.82,190.39,142.10,32.78
10/18/2019,120.56,52.71,53.97,130.71,163.10,67.61,116.76,58.12,77.68,286.73,46.71,60.45,59.10,185.85,142.65,32.87
10/21/2019,123.55,52.90,54.55,132.23,165.94,68.74,119.05,58.20,78.98,289.57,47.39,61.15,60.13,189.76,143.00,32.72
10/22/2019,124.79,52.42,53.24,133.69,167.54,69.09,118.61,59.06,78.47,287.46,47.55,58.83,59.99,182.34,139.70,32.62
10/23/2019,125.12,52.47,53.15,135.34,168.76,69.75,116.49,59.00,77.24,280.32,47.05,58.36,60.79,186.15,140.95,33.77
10/24/2019,125.03,52.56,52.90,133.85,161.89,69.09,116.41,59.39,78.99,282.31,46.41,61.72,60.90,186.38,139.60,33.66
10/25/2019,126.03,53.26,52.80,139.73,166.09,69.25,118.26,59.22,80.17,289.82,46.90,62.89,61.65,187.89,142.35,32.81
10/28/2019,126.51,53.51,52.55,140.06,169.06,68.64,118.58,58.31,83.05,291.55,47.17,62.80,62.26,189.40,141.65,32.91
10/29/2019,126.43,53.58,52.10,141.33,168.81,68.44,117.42,58.15,81.66,288.16,47.24,62.41,60.82,189.31,144.00,32.88
10/30/2019,125.73,53.36,52.61,140.34,168.37,67.72,118.07,58.87,81.44,290.24,47.56,62.16,60.81,188.25,140.55,33.35
10/31/2019,124.92,53.16,52.96,137.80,164.99,67.57,117.28,59.58,80.44,292.85,47.51,61.43,62.19,191.65,140.85,33.26
11/1/2019,127.80,53.61,53.76,144.49,170.09,69.60,119.14,58.93,83.58,296.59,47.03,62.60,63.96,193.62,138.95,33.08
11/4/2019,128.82,53.45,54.93,146.92,174.90,71.67,119.62,57.40,85.09,305.00,47.48,62.38,64.38,194.72,139.80,32.86
11/5/2019,129.10,52.94,54.81,146.37,175.27,73.09,118.77,56.78,85.46,314.04,47.76,61.06,64.28,194.32,137.15,32.81
11/6/2019,129.30,53.70,55.52,145.49,174.00,71.49,119.69,56.87,84.63,313.16,48.27,61.34,64.31,191.55,135.15,33.31
11/7/2019,130.00,54.15,55.59,147.01,174.52,73.01,121.28,55.77,89.98,311.74,48.42,64.41,64.86,190.42,136.55,33.51
11/8/2019,130.38,54.14,55.91,148.16,173.15,70.77,121.47,55.52,94.03,313.41,48.83,62.45,65.04,190.84,134.60,33.55
11/11/2019,129.92,54.03,55.40,148.00,170.11,70.34,120.90,55.56,91.84,312.75,48.10,63.79,65.55,189.61,135.40,34.18
11/12/2019,129.16,53.97,55.41,146.34,170.84,69.37,120.89,55.81,90.97,315.53,48.37,61.54,65.49,194.47,135.80,34.15
11/13/2019,128.48,54.14,54.72,144.49,170.55,68.80,120.26,56.98,90.47,313.67,48.46,61.51,66.12,193.19,136.45,34.42
11/14/2019,128.60,54.18,54.19,143.44,170.93,68.50,120.93,57.47,90.48,308.97,44.91,62.99,65.66,193.15,136.20,34.42
11/15/2019,129.53,54.40,53.93,145.31,171.88,69.19,120.76,57.86,90.81,312.91,45.09,64.70,66.44,195.10,136.55,34.53
11/18/2019,130.62,54.39,54.15,143.59,170.54,68.52,119.66,58.04,90.48,311.07,45.15,65.74,66.78,197.40,137.10,34.87
11/19/2019,130.58,54.08,53.41,143.18,170.68,67.82,120.00,58.17,87.96,317.70,45.47,66.37,66.57,199.32,137.75,35.02
11/20/2019,129.63,54.13,52.93,141.52,167.77,68.03,119.30,58.81,85.62,311.67,45.08,67.17,65.80,197.51,138.10,35.23
11/21/2019,129.93,53.87,52.21,143.36,165.14,69.67,118.80,58.79,85.11,315.25,44.84,67.42,65.50,197.93,137.55,34.91
11/22/2019,130.79,53.99,53.30,143.88,167.60,69.37,119.06,58.35,84.89,314.92,44.85,67.75,65.45,198.82,136.50,34.79
11/25/2019,131.49,54.30,53.31,146.42,170.24,68.91,120.60,58.14,85.29,319.62,45.45,68.25,66.59,199.79,136.75,34.88
11/26/2019,131.67,54.73,53.17,146.09,169.23,68.74,119.79,58.73,84.63,316.27,45.31,68.94,66.07,198.97,137.55,34.94
11/27/2019,132.06,54.82,52.89,145.69,170.61,68.70,120.33,58.27,84.80,318.44,45.24,69.65,66.96,202.00,138.30,34.75
11/29/2019,131.76,54.84,52.66,144.73,169.77,68.13,120.12,58.46,83.55,316.21,45.31,69.12,66.81,201.64,139.35,34.93
12/2/2019,131.47,52.68,51.66,142.96,168.27,68.42,117.26,57.81,82.45,310.72,44.70,66.88,66.04,199.70,138.55,34.82
12/3/2019,129.78,51.73,51.17,140.06,165.17,67.88,116.57,58.06,80.58,306.52,44.28,67.04,64.86,198.82,139.25,34.83
12/4/2019,132.34,52.33,51.11,140.12,167.14,68.65,117.94,58.56,82.08,309.72,43.89,67.78,65.43,198.71,135.60,35.07
12/5/2019,133.06,52.72,51.14,141.05,164.37,68.41,118.28,58.64,82.59,311.19,43.52,67.14,66.39,199.36,136.65,34.89
12/6/2019,135.04,52.99,51.86,142.72,171.47,69.51,120.61,58.60,83.82,316.05,43.84,67.98,67.68,201.05,138.40,35.08
12/9/2019,134.41,53.05,51.58,142.83,169.83,69.66,120.46,58.57,84.92,314.38,43.90,67.06,66.73,201.34,137.35,34.88
12/10/2019,134.50,53.16,51.08,142.87,167.66,69.06,120.90,58.61,84.12,315.06,44.10,65.84,67.12,200.87,137.40,34.87
12/11/2019,134.18,53.05,50.41,144.00,168.74,68.96,120.64,58.95,86.99,319.72,44.28,65.75,67.69,202.26,137.00,34.63
12/12/2019,138.02,53.90,51.03,146.78,168.56,70.34,122.64,58.47,89.05,327.80,45.67,65.86,67.86,196.75,136.20,34.71
12/13/2019,136.81,53.17,51.60,145.53,168.79,69.23,124.72,59.24,87.83,315.42,45.30,64.80,68.79,194.11,138.20,34.83
12/16/2019,137.34,53.07,51.90,145.36,170.75,70.00,123.68,59.87,88.43,323.13,45.98,66.53,69.96,197.92,137.65,35.07
12/17/2019,138.18,53.11,51.79,146.37,169.93,69.68,124.95,59.96,88.32,323.80,46.44,65.55,70.10,198.39,137.75,35.33
12/18/2019,138.04,52.91,51.97,147.12,169.03,69.87,124.26,60.07,87.98,327.44,46.64,65.14,69.93,202.50,140.75,35.31
12/19/2019,137.35,52.99,51.93,145.02,172.15,69.39,124.83,60.16,88.49,324.10,47.88,64.55,70.00,206.06,140.05,35.67
12/20/2019,137.24,53.14,51.54,147.57,175.37,69.94,125.77,60.68,88.85,319.00,47.45,63.63,69.86,206.30,139.70,35.87
12/23/2019,137.20,52.54,50.97,148.50,178.47,70.29,124.49,59.70,88.45,319.53,48.10,62.80,71.00,206.18,137.75,35.72
12/24/2019,137.58,52.76,50.94,147.48,176.68,70.02,124.74,60.13,88.77,320.50,47.78,63.96,71.07,205.12,141.50,35.56
12/26/2019,139.04,52.62,50.62,148.22,176.59,70.13,125.41,60.49,88.40,317.98,47.85,64.03,72.48,207.79,139.95,35.93
12/27/2019,139.14,52.62,51.07,148.28,177.26,69.89,125.19,60.63,88.80,316.53,47.77,63.80,72.45,208.10,140.55,36.00
12/30/2019,138.63,52.74,51.00,147.52,175.83,69.48,124.30,60.32,88.43,313.46,47.59,61.80,72.88,204.41,140.15,35.67
12/31/2019,139.40,52.90,51.33,147.68,176.42,69.78,124.49,60.54,88.23,316.02,47.96,62.56,73.41,205.25,141.15,35.70
1/2/2020,141.09,53.35,51.76,150.53,180.00,70.90,125.85,59.65,88.69,322.39,48.42,63.83,75.09,209.78,139.40,35.94
1/3/2020,138.34,52.98,51.36,148.44,178.45,70.33,124.60,60.08,87.02,314.19,47.63,63.00,74.36,208.67,138.35,36.09
1/6/2020,138.23,52.83,51.40,148.34,178.62,70.87,124.06,60.38,86.51,313.72,47.80,62.57,74.95,212.60,139.15,36.07
1/7/2020,135.88,52.33,51.11,146.38,177.90,70.29,123.41,60.33,88.97,312.64,47.49,64.59,74.60,213.06,142.25,35.47
1/8/2020,136.94,52.49,51.71,147.68,180.63,69.23,125.54,60.30,88.71,308.74,47.52,67.60,75.80,215.22,144.10,35.28
1/9/2020,137.44,52.50,52.28,147.31,181.20,69.76,127.81,60.77,89.91,306.26,47.32,67.93,77.41,218.30,144.15,35.78
1/10/2020,136.07,52.07,52.03,146.13,180.47,69.14,127.28,60.89,90.26,299.22,47.13,67.99,77.58,218.06,143.25,35.61
1/13/2020,137.20,52.50,52.62,146.82,180.92,69.80,128.54,61.60,90.97,301.18,47.97,68.66,79.24,221.91,143.35,35.70
1/14/2020,138.80,52.20,52.34,146.68,181.37,69.20,128.80,61.93,90.56,308.18,47.79,68.17,78.17,219.06,144.50,35.52
1/15/2020,136.72,52.30,51.78,145.57,179.78,69.09,129.82,62.90,89.67,303.14,48.01,70.36,77.83,221.15,145.00,35.95
1/16/2020,137.25,52.79,52.36,147.87,181.01,68.82,130.55,63.07,91.79,307.05,49.05,69.52,78.81,221.77,146.45,36.10
1/17/2020,138.20,53.42,52.90,147.78,181.35,68.56,131.52,63.35,95.91,308.79,49.02,69.38,79.68,222.14,146.60,36.44
1/21/2020,136.84,52.84,51.67,145.85,179.39,67.58,130.53,64.22,94.54,308.07,48.80,68.31,79.14,221.44,148.60,36.42
1/22/2020,136.68,52.53,52.26,142.63,178.03,67.19,131.49,64.97,92.97,312.97,49.07,68.69,79.43,221.32,150.55,36.38
1/23/2020,136.54,52.56,51.61,142.75,177.74,66.77,131.37,65.02,92.00,319.65,49.00,69.29,79.81,219.76,148.05,36.54
1/24/2020,133.15,52.39,51.06,140.38,178.15,66.32,135.11,65.93,89.65,324.00,48.85,71.14,79.58,217.94,150.10,36.74
1/27/2020,132.03,51.83,50.13,135.73,175.63,64.74,130.64,66.68,87.05,309.03,47.47,71.05,77.24,214.87,147.60,36.59
1/28/2020,134.43,52.37,50.41,136.74,165.58,64.65,132.45,66.45,89.15,318.31,47.77,74.80,79.42,217.79,148.95,37.05
1/29/2020,134.23,52.38,50.35,135.78,162.00,64.11,131.68,66.44,88.23,317.51,47.05,76.16,81.08,223.23,150.00,38.45
1/30/2020,135.89,53.04,51.30,135.37,162.51,64.79,133.22,67.48,87.78,315.20,47.24,76.10,80.97,209.53,148.60,38.65
1/31/2020,132.36,51.57,50.26,131.35,158.66,62.12,129.87,67.05,85.31,305.16,45.97,74.69,77.38,201.91,147.05,38.82
2/3/2020,133.37,52.01,51.16,129.77,156.59,60.73,131.00,66.70,86.48,305.23,46.53,79.80,77.17,204.19,149.45,39.26
2/4/2020,135.29,52.17,50.65,133.51,157.24,59.97,131.85,66.14,88.93,311.60,47.62,80.90,79.71,209.83,151.30,39.56
2/5/2020,137.59,53.28,52.48,137.44,162.33,62.73,133.60,66.68,90.91,317.38,48.45,78.25,80.36,210.11,150.20,38.82
2/6/2020,137.61,52.74,53.41,137.25,162.89,61.88,133.25,67.08,90.61,319.69,48.69,78.51,81.30,210.85,152.00,38.62
2/7/2020,137.17,52.93,53.46,133.37,160.08,61.47,131.82,67.39,87.42,315.23,47.97,78.86,80.01,212.33,152.35,38.11
2/10/2020,137.74,52.74,54.14,134.32,160.15,59.96,132.24,67.93,88.60,314.20,48.87,80.17,80.39,213.06,153.00,38.58
2/11/2020,138.00,52.94,54.47,136.19,162.45,60.53,132.63,68.04,90.00,320.16,49.13,79.88,79.90,207.19,153.65,38.27
2/12/2020,138.00,52.40,54.28,139.59,163.80,61.27,133.24,67.57,91.72,324.70,49.93,80.00,81.80,210.76,153.25,38.02
2/13/2020,137.88,52.46,50.93,139.72,159.76,60.93,134.46,68.87,90.03,323.97,47.32,80.99,81.22,213.14,153.60,38.13
2/14/2020,137.46,52.81,48.48,137.99,161.01,60.65,135.87,69.63,89.60,317.77,46.97,81.86,81.24,214.18,153.90,38.73
2/18/2020,135.64,51.88,49.01,136.58,158.88,59.88,135.60,70.51,88.03,310.75,46.59,82.42,79.75,217.80,154.95,38.56
2/19/2020,137.49,51.55,49.41,136.86,159.34,60.34,136.93,68.67,90.56,315.69,46.29,85.24,80.90,217.49,155.00,38.42
2/20/2020,137.49,51.49,49.80,136.93,158.56,59.86,136.58,69.26,89.47,309.24,46.85,85.70,80.07,214.58,157.20,38.16
2/21/2020,135.81,51.53,48.60,137.21,156.93,59.13,134.90,69.40,87.03,304.50,46.30,83.49,78.26,210.18,154.40,38.39
2/24/2020,132.16,49.23,45.70,132.17,152.55,56.36,128.19,68.49,83.32,291.60,44.00,80.21,74.54,200.72,155.25,38.25
2/25/2020,126.26,47.70,45.24,129.00,146.85,54.20,120.90,67.58,80.22,282.68,42.74,77.05,72.02,196.77,152.85,37.47
2/26/2020,126.64,46.55,45.00,128.25,148.96,53.01,118.50,67.37,79.66,285.88,42.16,76.59,73.16,197.20,149.55,37.67
2/27/2020,121.37,44.40,43.41,123.27,150.16,49.82,112.81,63.96,75.94,273.95,40.04,79.31,68.38,189.75,150.45,35.82
2/28/2020,116.11,42.85,42.16,124.24,149.24,51.44,109.93,63.19,78.30,272.62,39.93,83.33,68.34,192.47,146.30,34.18
3/2/2020,121.52,45.29,42.85,127.60,153.02,53.88,113.87,67.09,80.56,284.97,41.17,80.67,74.70,196.44,142.05,36.71
3/3/2020,116.96,43.33,41.49,124.38,145.24,51.30,108.01,66.29,78.56,274.25,40.04,78.84,72.33,185.89,144.50,36.69
3/4/2020,119.85,44.55,42.54,127.40,153.98,52.42,115.70,70.56,81.80,285.45,41.39,79.26,75.68,191.76,147.85,38.79
3/5/2020,113.97,41.58,40.65,121.97,151.41,50.11,110.94,69.04,79.17,274.04,39.57,76.32,73.23,185.17,151.50,38.03
3/6/2020,108.08,40.78,37.84,121.41,153.65,47.69,108.24,67.96,77.47,269.45,39.68,73.09,72.26,181.09,153.45,36.83
3/9/2020,93.44,37.59,32.81,104.07,144.06,41.86,98.29,65.32,72.64,247.72,37.96,65.73,66.54,169.50,146.95,35.24
3/10/2020,100.70,39.22,35.07,106.49,153.30,43.41,103.30,63.93,78.89,262.90,40.08,67.24,71.33,178.19,141.40,34.90
3/11/2020,95.96,36.94,32.43,100.69,147.24,41.98,95.38,60.31,74.62,245.97,37.05,62.44,68.86,170.24,135.20,33.11
3/12/2020,88.05,31.42,25.67,92.26,133.58,37.18,83.53,52.22,67.02,218.78,33.20,53.57,62.06,154.47,133.90,29.54
3/13/2020,103.91,34.69,28.50,99.64,141.68,38.12,99.60,55.39,75.81,234.22,37.64,57.77,69.49,170.28,118.05,32.02
3/16/2020,88.36,28.99,23.25,93.41,130.91,34.49,85.87,50.34,64.48,187.58,33.71,41.27,60.55,146.01,117.60,28.44
3/17/2020,93.76,30.15,22.25,100.20,134.44,36.81,86.58,55.44,68.86,199.51,35.50,44.73,63.22,149.42,111.70,31.68
3/18/2020,83.89,25.27,18.78,100.12,137.02,33.12,73.75,52.66,61.19,167.87,37.12,39.50,61.67,146.96,109.25,30.52
3/19/2020,85.30,26.90,20.60,103.01,137.51,34.43,77.07,51.78,65.00,194.45,37.71,40.00,61.20,153.13,99.08,29.33
3/20/2020,83.50,26.73,19.23,95.50,124.89,32.74,74.12,47.94,60.91,192.22,35.60,38.09,57.31,149.73,101.35,26.83
3/23/2020,79.03,25.69,19.30,91.85,117.87,31.45,68.96,45.42,62.53,193.47,34.60,40.01,56.09,148.10,101.05,24.29
3/24/2020,88.43,29.11,22.93,101.34,132.72,35.44,84.05,51.63,65.46,212.76,38.60,46.31,61.72,160.98,103.40,27.66
3/25/2020,91.73,36.73,25.72,104.67,131.54,37.29,90.17,52.57,63.08,217.55,37.67,52.39,61.38,156.21,116.95,28.99
3/26/2020,98.12,35.77,27.51,110.50,136.18,38.82,93.29,57.78,68.98,243.17,40.58,56.03,64.61,163.34,120.20,31.27
3/27/2020,91.13,35.40,25.51,105.44,133.24,36.95,88.73,57.99,66.59,230.69,38.82,53.34,61.94,156.79,125.40,30.93
3/30/2020,93.50,36.26,25.71,111.71,137.74,37.50,90.27,61.50,69.03,240.11,40.32,55.00,63.70,165.95,117.65,33.15
3/31/2020,90.03,34.24,24.25,116.04,136.51,37.97,85.61,60.15,67.65,237.10,39.31,52.38,63.57,166.80,125.50,31.65
4/1/2020,84.36,31.90,21.61,111.35,133.14,37.53,77.84,54.56,65.90,223.63,38.33,46.81,60.23,159.60,125.00,30.76
4/2/2020,87.51,31.83,21.25,116.74,137.91,40.40,76.66,56.61,68.02,237.06,39.80,45.88,61.23,158.19,121.40,31.32
4/3/2020,84.05,32.41,20.46,114.67,133.79,39.21,73.60,55.41,65.23,234.26,39.06,43.72,60.35,154.18,119.90,31.74
4/6/2020,89.46,35.22,21.52,120.43,140.70,40.47,83.87,58.63,70.95,252.44,41.43,50.42,65.62,165.55,125.10,33.86
4/7/2020,90.64,35.71,23.26,121.92,144.60,41.24,87.58,57.12,72.73,253.27,40.64,50.31,64.86,168.83,132.95,33.65
4/8/2020,94.30,37.77,24.13,127.40,148.99,43.85,92.08,58.38,73.33,261.10,41.74,57.04,66.52,174.28,131.40,34.71
4/9/2020,102.76,38.08,26.54,125.03,147.78,43.13,94.82,61.32,71.58,254.30,41.20,59.21,67.00,175.19,131.95,35.97
4/13/2020,98.19,37.28,25.63,114.14,146.40,42.76,90.33,59.05,73.30,259.92,41.22,59.42,68.31,174.79,132.65,34.43
4/14/2020,95.50,37.78,25.78,116.48,150.14,42.43,88.39,60.60,77.55,267.63,42.78,62.41,71.76,178.17,135.65,35.85
4/15/2020,90.79,35.75,24.08,111.53,145.16,40.48,83.79,59.31,75.99,257.44,41.52,61.38,71.11,176.97,133.85,35.33
4/16/2020,87.33,35.04,23.18,113.22,144.90,39.15,81.35,59.37,76.85,258.29,41.50,57.32,71.67,176.25,138.85,36.10
4/17/2020,95.18,36.48,24.50,116.30,146.46,43.22,87.39,61.56,76.17,265.88,42.48,61.09,70.70,179.24,139.60,37.08
4/20/2020,91.71,36.15,23.75,114.60,143.67,41.18,84.01,59.40,74.31,258.28,42.54,61.06,69.23,178.24,137.90,36.59
4/21/2020,89.05,34.59,22.25,109.85,141.63,40.96,81.52,58.86,71.84,247.65,40.55,57.40,67.09,170.80,133.15,35.09
4/22/2020,89.34,35.47,22.26,110.64,143.61,42.13,82.54,61.79,74.68,259.97,41.76,60.96,69.03,182.28,136.40,34.88
4/23/2020,89.39,35.04,22.66,112.91,144.33,43.45,82.46,60.29,73.81,258.93,41.62,61.82,68.76,185.13,137.60,34.62
4/24/2020,90.71,36.29,23.35,114.04,147.00,43.73,83.17,59.92,76.04,264.81,42.52,62.01,70.74,190.07,135.35,35.21
4/27/2020,94.62,37.27,24.18,115.20,153.65,43.94,85.06,60.90,75.98,268.45,43.06,63.55,70.79,187.50,140.85,37.21
4/28/2020,95.29,37.79,25.28,115.46,157.61,44.97,88.19,59.83,75.29,264.73,42.49,61.75,69.64,182.91,139.10,37.07
4/29/2020,97.86,39.19,27.23,120.06,156.26,47.46,96.12,58.78,78.97,276.02,43.34,65.77,71.93,194.19,141.00,37.20
4/30/2020,95.76,37.24,25.43,116.38,151.92,46.47,91.25,57.78,78.67,271.62,42.38,65.14,73.45,204.71,141.75,36.56
5/1/2020,93.25,36.62,23.90,110.88,148.60,43.14,88.32,56.76,75.64,259.70,40.92,63.00,72.27,202.27,139.55,35.54
5/4/2020,92.14,35.75,24.07,107.72,148.40,44.88,86.38,57.52,75.68,262.26,41.35,63.69,73.29,205.26,144.60,35.38
