Date_Time,JP_Morgan,Aflac,American_International_Group,Caterpillar,3M,Exxon,American_Express,Nextera,Qualcomm,Broadcom,Cisco,Square,Apple,Facebook,Deutsche_Boerse,Nasdaq_Inc
5/5/2020,92.00,35.92,25.06,108.91,147.43,44.83,86.74,57.53,77.63,264.87,41.46,66.69,74.39,207.07,145.90,36.28
5/6/2020,90.27,34.28,23.31,107.67,146.20,43.99,84.00,55.67,78.87,264.18,41.15,68.10,75.16,208.47,148.40,35.21
5/7/2020,91.21,35.87,25.52,107.29,145.74,44.24,86.73,56.12,78.83,267.75,41.37,74.62,75.93,211.26,148.55,35.78
5/8/2020,92.70,36.26,27.65,112.11,148.51,46.18,89.50,57.43,80.56,275.03,42.99,76.05,77.53,212.35,149.35,35.86
5/11/2020,89.97,35.41,27.55,108.61,145.73,45.74,85.33,56.85,80.48,275.40,43.32,74.90,78.75,213.18,149.85,36.41
5/12/2020,87.03,33.65,26.55,105.00,141.52,44.12,83.14,56.98,78.42,268.45,43.22,75.21,77.85,210.10,148.70,36.17
5/13/2020,84.03,31.99,24.96,104.48,136.12,41.93,78.03,57.53,78.00,263.15,41.95,73.79,76.91,205.10,146.20,36.30
5/14/2020,87.52,32.76,25.76,106.19,135.99,42.30,83.81,58.06,79.87,266.60,43.85,78.20,77.39,206.81,147.00,36.49
5/15/2020,85.90,32.99,26.47,107.92,138.69,42.00,82.22,56.96,75.77,260.41,44.27,80.26,76.93,210.88,153.40,37.36
5/18/2020,90.45,34.75,28.45,115.02,149.27,45.34,88.41,58.86,79.94,273.53,45.06,76.63,78.74,213.19,152.80,38.31
5/19/2020,88.67,33.63,27.63,112.08,148.38,43.94,87.26,57.63,78.09,271.95,44.61,79.25,78.29,216.88,150.75,37.54
5/20/2020,91.33,34.80,28.04,115.69,149.68,45.37,90.73,58.20,80.63,278.68,45.44,82.04,79.81,229.97,148.80,38.24
5/21/2020,90.17,34.85,28.81,114.06,145.81,44.56,89.83,57.22,78.00,274.80,44.64,81.49,79.21,231.39,150.55,38.00
5/22/2020,89.47,34.70,28.89,112.47,146.44,44.60,89.33,58.46,78.70,276.65,44.90,81.49,79.72,234.91,153.55,38.45
5/26/2020,95.82,36.23,31.01,117.41,152.08,45.91,94.32,58.58,78.02,282.02,44.84,80.79,79.18,232.20,149.35,38.76
5/27/2020,101.37,37.17,31.51,122.42,158.15,46.24,101.23,60.28,79.29,287.59,45.96,81.02,79.53,229.14,148.65,38.40
5/28/2020,99.86,36.63,31.12,120.74,156.82,45.04,98.06,62.84,78.11,283.14,45.60,79.62,79.56,225.46,149.95,38.79
5/29/2020,97.31,36.47,30.06,120.13,156.44,45.47,95.07,63.89,80.88,291.27,47.82,81.08,79.49,225.09,147.90,39.49
6/1/2020,98.60,36.97,30.55,120.50,155.58,46.28,96.75,63.91,79.73,289.99,46.30,82.72,80.46,231.91,150.80,39.63
6/2/2020,98.93,37.24,31.49,123.32,157.64,47.31,99.07,64.15,84.63,298.06,46.89,88.00,80.83,232.72,154.85,39.75
6/3/2020,104.27,38.21,33.25,127.09,161.21,49.24,105.40,64.89,84.11,309.53,46.94,91.97,81.28,230.16,153.75,39.78
6/4/2020,106.44,39.33,35.21,128.96,162.55,49.10,106.54,62.97,86.04,308.89,46.86,87.72,80.58,226.29,155.75,39.31
6/5/2020,111.23,40.53,36.36,135.12,167.41,53.08,109.73,63.60,88.55,317.08,47.83,89.93,82.88,230.77,153.45,39.97
6/8/2020,113.45,42.10,39.44,137.72,166.87,54.74,113.67,65.12,91.37,317.52,48.13,89.62,83.36,231.40,153.70,40.43
6/9/2020,110.54,40.20,37.74,134.19,166.70,53.52,110.46,64.67,89.75,315.32,48.05,89.53,86.00,238.67,152.80,40.03
6/10/2020,106.06,39.09,35.16,132.44,163.90,50.65,106.16,64.20,91.01,315.04,47.42,91.91,88.21,236.73,150.60,40.00
6/11/2020,97.21,35.66,31.61,121.55,152.38,46.18,98.60,62.08,84.02,293.75,43.67,86.09,83.97,224.43,149.45,37.75
6/12/2020,99.87,36.64,33.04,123.15,154.87,47.17,101.68,61.73,85.24,300.25,45.07,86.72,84.70,228.58,149.00,38.38
6/15/2020,101.25,37.12,33.19,123.61,157.73,47.14,103.95,62.14,86.39,304.09,45.35,91.00,85.75,232.50,154.75,39.12
6/16/2020,102.06,37.35,33.29,130.11,159.67,48.20,105.62,62.04,89.52,310.72,46.48,94.74,88.02,235.65,155.95,39.51
6/17/2020,99.48,36.79,32.28,128.23,159.22,46.63,103.96,62.25,89.94,313.44,46.17,97.03,87.90,235.53,155.15,39.38
6/18/2020,98.94,37.11,32.47,127.59,159.21,46.92,102.16,62.23,89.92,318.71,45.83,98.27,87.93,235.94,158.40,39.76
6/19/2020,97.81,36.60,31.81,127.46,158.15,45.98,100.94,60.55,88.81,302.77,45.32,97.98,87.43,238.79,157.50,39.61
6/22/2020,96.75,36.46,31.79,125.79,156.69,46.42,99.44,61.76,89.13,313.54,45.16,104.22,89.72,239.22,161.80,39.90
6/23/2020,97.93,36.39,32.05,126.25,157.84,46.70,99.42,60.80,89.35,311.30,45.47,104.75,91.63,242.24,155.70,39.53
6/24/2020,94.66,35.17,30.30,122.06,152.22,44.50,95.48,60.42,89.14,306.97,44.75,100.88,90.01,234.02,160.35,38.43
6/25/2020,97.96,35.83,31.26,124.71,154.67,45.17,97.85,59.79,88.96,308.85,45.22,104.78,91.21,235.68,159.75,39.56
6/26/2020,92.59,34.68,29.71,122.39,152.52,43.62,93.42,59.06,88.02,307.41,46.31,104.30,88.41,216.08,159.70,38.61
6/29/2020,93.00,35.43,30.68,125.25,155.57,44.32,94.52,59.56,89.01,309.78,46.15,103.68,90.45,220.64,161.05,39.18
6/30/2020,94.06,36.03,31.18,126.50,155.99,44.72,95.20,60.04,91.21,315.61,46.64,104.94,91.20,227.07,162.00,39.82
7/1/2020,93.26,35.39,29.58,126.06,155.43,43.71,94.05,61.56,89.78,312.73,46.06,115.90,91.03,237.55,165.45,40.25
7/2/2020,92.66,35.26,29.92,127.72,157.04,44.08,94.33,61.60,91.87,315.47,45.63,113.39,91.03,233.42,165.00,40.02
7/6/2020,95.00,36.02,30.74,129.43,158.10,44.39,96.58,61.74,92.92,318.79,46.42,118.97,93.46,240.28,167.15,40.36
7/7/2020,92.32,34.62,29.17,127.20,154.82,43.24,93.01,61.68,92.14,313.12,45.63,125.60,93.17,240.86,168.00,40.16
7/8/2020,93.30,35.40,29.85,128.13,154.58,43.14,92.90,63.32,93.53,319.57,45.81,133.35,95.34,243.58,166.55,40.57
7/9/2020,91.28,33.97,28.00,125.73,151.45,41.36,90.57,63.00,93.25,321.50,46.70,129.39,95.75,244.50,165.30,40.27
7/10/2020,96.27,34.87,30.10,128.01,152.85,42.65,93.23,64.90,92.51,319.44,46.66,128.05,95.92,245.07,166.10,40.96
7/13/2020,97.65,34.88,29.72,130.57,154.80,42.66,93.56,64.06,91.33,311.31,45.93,118.65,95.48,239.00,168.10,41.00
7/14/2020,98.21,35.65,30.79,136.88,158.54,44.07,94.84,65.64,92.38,315.08,46.26,121.24,97.06,239.73,163.30,41.60
7/15/2020,99.73,36.28,31.77,138.36,159.33,44.63,97.36,64.75,92.55,313.78,46.40,122.20,97.72,240.28,164.05,42.28
7/16/2020,100.01,36.37,32.56,138.56,160.50,44.28,96.32,67.10,91.20,311.34,45.78,119.95,96.52,240.93,163.00,42.34
7/17/2020,98.16,36.22,32.12,136.90,159.83,43.52,95.18,68.85,92.23,312.71,46.75,120.73,96.33,242.03,162.50,42.81
7/20/2020,97.30,35.98,31.41,134.63,156.37,42.50,94.00,68.58,93.17,317.13,46.97,128.39,98.36,245.42,166.40,43.77
7/21/2020,99.41,36.51,31.96,135.87,157.80,44.65,96.33,69.08,92.31,314.34,47.02,126.99,97.00,241.75,167.75,43.67
7/22/2020,98.69,36.66,32.19,136.98,158.71,43.61,96.54,70.11,92.60,313.80,46.90,129.18,97.27,239.87,169.00,44.70
7/23/2020,98.98,36.99,31.87,136.60,159.29,43.70,96.67,70.24,89.67,309.67,47.41,122.93,92.85,232.60,168.30,43.80
7/24/2020,98.28,36.77,31.31,137.58,159.84,43.43,95.33,70.06,88.89,305.79,46.40,121.41,92.61,230.71,166.95,43.52
7/27/2020,96.90,36.43,30.85,139.89,163.24,44.07,95.79,69.41,92.70,312.68,47.19,125.75,94.81,233.50,167.55,43.51
7/28/2020,97.32,36.29,30.95,138.03,155.33,43.55,94.42,70.01,91.45,307.35,46.28,123.51,93.25,230.12,163.85,42.72
7/29/2020,99.68,36.50,32.67,140.53,156.25,44.03,96.69,70.36,93.03,308.85,46.71,128.55,95.04,233.29,165.50,43.67
7/30/2020,97.02,35.29,31.78,136.73,152.12,41.87,94.65,70.58,107.19,312.10,46.44,129.13,96.19,234.50,157.15,43.30
7/31/2020,96.64,35.57,32.14,132.88,150.47,42.08,93.32,70.18,105.61,316.75,47.10,129.85,106.26,253.67,154.60,43.77
8/3/2020,96.10,35.36,32.14,131.78,150.41,42.25,93.54,69.40,109.59,321.23,47.16,134.80,108.94,251.96,158.55,43.45
8/4/2020,95.55,35.06,29.72,131.52,151.21,43.47,93.19,71.26,110.95,328.39,47.67,136.83,109.67,249.83,155.80,43.23
8/5/2020,97.21,35.55,30.18,134.97,155.35,43.85,95.39,70.95,111.39,329.54,47.33,146.55,110.06,249.12,156.65,43.45
8/6/2020,97.24,35.41,29.32,134.39,156.00,43.64,95.92,70.70,111.06,329.16,47.77,154.00,113.90,265.28,154.55,43.57
8/7/2020,99.38,36.52,30.66,134.92,158.33,43.44,99.16,71.95,108.25,325.93,47.43,147.22,111.11,268.44,156.10,44.29
8/10/2020,100.64,37.47,31.46,142.02,161.44,44.51,101.62,70.91,106.36,327.36,47.73,139.34,112.73,263.00,152.80,43.84
8/11/2020,103.82,38.03,31.98,142.53,163.38,44.97,103.26,69.45,108.83,324.03,47.19,138.25,109.38,256.13,153.25,43.49
8/12/2020,102.94,37.62,30.94,142.57,164.26,44.09,101.68,71.15,115.79,333.64,48.10,139.02,113.01,259.89,157.00,43.47
8/13/2020,102.37,37.75,30.71,140.67,165.86,43.01,100.42,71.10,113.41,329.42,42.72,143.19,115.01,261.30,156.20,43.43
8/14/2020,102.41,38.07,30.99,139.96,166.10,43.20,100.41,70.13,113.74,327.82,42.50,141.96,114.91,261.24,154.60,43.08
8/17/2020,99.71,37.46,29.96,138.72,164.71,42.64,97.55,70.75,112.18,330.32,42.09,152.48,114.61,261.16,156.40,43.44
8/18/2020,98.32,37.14,29.58,138.37,164.38,42.43,96.67,70.76,112.03,328.64,41.98,151.04,115.56,262.34,156.25,43.35
8/19/2020,98.55,37.03,29.86,138.02,163.97,41.96,96.89,70.58,111.04,329.21,41.87,150.37,115.71,262.59,157.40,43.29
8/20/2020,97.37,36.66,29.13,137.48,162.97,41.32,96.72,70.53,110.66,328.83,42.31,155.86,118.28,269.01,154.70,43.49
8/21/2020,97.32,36.42,28.27,138.43,161.71,41.01,96.15,70.60,113.00,330.02,42.25,155.10,124.37,267.01,154.55,43.31
8/24/2020,100.06,37.38,29.55,141.68,163.53,42.22,99.33,70.66,115.91,334.00,42.18,151.79,125.86,271.39,158.30,43.86
8/25/2020,100.50,37.10,29.52,141.15,163.10,40.88,99.05,70.33,115.95,336.14,41.96,155.00,124.82,280.82,158.75,43.37
8/26/2020,99.09,36.45,29.06,141.83,163.90,40.01,98.40,69.75,116.04,339.67,42.25,153.74,126.52,303.91,160.00,44.18
8/27/2020,102.35,36.88,29.68,143.37,164.08,39.74,101.53,69.72,116.02,339.14,42.29,155.61,125.01,293.22,158.90,43.95
8/28/2020,102.77,37.13,29.37,143.63,165.66,40.69,102.54,69.89,118.20,344.82,42.20,155.93,124.81,293.66,157.70,43.95
8/31/2020,100.19,36.32,29.14,142.31,163.02,39.94,101.59,69.79,119.10,347.15,42.22,159.56,129.04,293.20,158.40,44.81
9/1/2020,100.14,36.70,29.15,146.05,164.80,39.43,102.47,69.28,122.01,359.54,42.03,166.66,134.18,295.44,157.10,44.94
9/2/2020,101.65,36.90,29.83,149.27,169.51,39.19,104.40,72.07,123.18,375.01,42.42,162.88,131.40,302.50,158.30,45.76
9/3/2020,101.33,36.94,29.40,146.76,166.31,39.11,104.46,70.15,116.43,352.09,40.95,152.86,120.88,291.12,151.55,44.42
9/4/2020,103.52,37.86,29.80,148.18,165.77,39.08,105.67,69.33,115.97,362.95,40.82,146.39,120.96,282.73,148.70,43.43
9/8/2020,99.92,36.94,28.89,148.52,163.17,38.18,103.67,69.48,109.77,350.54,40.00,139.11,112.82,271.16,150.70,42.15
9/9/2020,100.87,37.04,29.15,152.69,165.70,37.95,103.78,70.59,114.02,360.03,40.13,144.21,117.32,273.72,149.15,43.06
9/10/2020,99.83,36.21,28.16,149.86,163.15,37.00,102.77,69.23,112.44,357.08,39.57,141.07,113.49,268.09,151.60,41.64
9/11/2020,101.07,36.39,28.40,153.83,166.17,36.90,103.36,69.54,113.42,359.70,39.88,137.45,112.00,266.61,150.90,41.90
9/14/2020,102.47,37.07,29.40,153.51,168.46,36.66,107.27,70.48,113.46,362.20,40.37,144.40,115.36,266.15,153.55,42.33
9/15/2020,99.28,36.69,28.93,148.60,166.57,36.27,106.68,73.93,116.58,366.91,40.60,154.50,115.54,272.42,151.55,42.72
9/16/2020,99.70,37.21,29.77,151.11,169.51,37.81,105.98,70.09,114.56,367.04,40.42,151.05,112.13,263.52,150.60,42.43
9/17/2020,98.56,37.62,28.70,153.87,172.38,37.80,104.66,69.88,114.88,365.92,40.37,145.64,110.34,254.82,148.35,41.48
9/18/2020,98.35,37.80,27.99,152.39,169.55,37.19,103.44,69.23,110.69,359.73,39.81,145.01,106.84,252.53,147.65,40.82
9/21/2020,95.31,36.41,26.98,145.33,161.36,36.43,98.17,69.05,111.92,351.79,39.04,151.12,110.08,248.15,148.00,40.68
9/22/2020,94.27,36.37,27.34,147.15,162.34,35.53,98.48,69.51,113.82,361.59,39.32,155.59,111.81,254.75,147.20,41.11
9/23/2020,92.74,35.62,26.43,144.38,159.51,34.39,95.56,68.33,110.57,351.59,38.28,149.59,107.12,249.02,150.35,39.91
9/24/2020,92.66,35.67,26.48,145.14,160.42,34.32,95.45,69.39,112.19,352.52,37.85,152.31,108.22,249.53,148.90,40.43
9/25/2020,93.47,35.73,27.07,145.91,160.27,34.64,96.26,70.46,114.50,356.80,38.45,157.72,112.28,254.82,147.70,41.34
9/28/2020,96.16,36.33,27.63,147.68,161.66,35.31,98.82,71.04,118.47,367.30,39.13,160.76,114.96,256.82,147.00,41.79
9/29/2020,95.35,36.02,27.29,147.41,159.81,34.28,97.75,70.78,117.38,364.26,39.06,164.81,114.09,261.79,152.10,40.46
9/30/2020,96.27,36.35,27.53,149.15,160.18,34.33,100.25,69.39,117.68,364.32,39.39,162.55,115.81,261.90,151.20,40.90
10/1/2020,96.97,36.39,27.72,146.71,158.79,33.13,101.33,70.69,119.52,368.60,38.80,168.49,116.79,266.63,149.80,41.31
10/2/2020,97.89,36.88,28.22,149.94,160.36,32.98,101.61,70.29,115.47,356.83,38.27,169.61,113.02,259.94,148.20,41.18
10/5/2020,99.04,37.43,29.05,153.49,162.75,33.74,103.89,71.98,120.52,366.10,38.57,180.92,116.50,264.65,148.35,41.62
10/6/2020,98.02,37.37,28.98,151.53,162.23,33.39,101.76,72.57,119.54,363.98,38.57,175.34,113.16,258.66,149.00,41.19
10/7/2020,99.73,37.91,29.56,154.77,166.49,33.50,103.38,74.28,123.03,366.74,39.40,180.18,115.08,258.12,150.50,40.99
10/8/2020,101.78,38.24,30.26,156.66,167.71,35.26,106.06,75.26,122.34,373.33,39.79,183.50,114.97,263.76,145.80,41.53
10/9/2020,101.20,38.10,29.95,158.94,169.30,34.74,106.34,75.73,124.87,376.70,39.85,187.28,116.97,264.45,148.70,41.69
10/12/2020,102.44,38.40,30.46,162.61,168.65,34.63,106.61,76.42,126.69,382.43,40.36,185.17,124.40,275.75,147.85,42.13
10/13/2020,100.78,37.21,29.82,162.12,166.63,34.22,105.01,75.37,127.46,381.49,39.81,190.47,121.10,276.14,148.15,42.13
10/14/2020,100.22,36.98,29.65,163.61,168.40,34.15,104.81,75.16,129.88,380.30,39.89,187.49,121.19,271.82,146.70,42.55
10/15/2020,101.72,37.25,29.96,165.04,169.08,34.45,104.43,74.61,128.58,379.93,39.97,188.60,120.71,266.72,146.85,42.80
10/16/2020,101.51,37.21,30.29,168.75,170.97,34.10,104.91,76.40,129.03,378.65,40.16,186.35,119.02,265.93,144.30,42.96
10/19/2020,99.80,36.48,30.09,167.53,169.55,33.42,102.47,74.89,128.42,375.77,39.30,186.96,115.98,261.40,146.60,42.49
10/20/2020,100.37,36.91,30.65,168.99,170.95,33.70,103.14,75.25,128.30,376.99,39.20,185.74,117.51,267.56,146.65,43.00
10/21/2020,99.37,36.65,31.67,167.40,169.17,33.16,101.43,74.42,128.55,372.05,39.06,177.82,116.87,278.73,141.65,44.12
10/22/2020,102.88,37.51,32.01,169.66,170.71,34.86,104.79,75.57,128.38,373.37,38.82,175.93,115.75,278.12,139.05,43.36
10/23/2020,103.81,37.85,32.38,168.59,169.80,34.16,100.98,75.77,128.88,372.72,38.82,176.77,115.04,284.79,138.00,43.04
10/26/2020,101.24,36.77,31.26,163.20,166.16,33.35,96.88,75.66,126.20,363.04,37.67,169.89,115.05,277.11,137.75,42.46
10/27/2020,99.33,35.36,31.16,157.91,161.03,32.82,94.93,75.78,125.91,359.60,36.87,171.02,116.60,283.29,134.20,41.70
10/28/2020,96.54,34.15,30.23,151.16,158.53,31.57,91.60,74.46,121.58,347.21,35.71,167.13,111.20,267.67,133.15,40.58
10/29/2020,97.17,34.22,31.29,154.67,158.48,32.97,91.07,74.01,126.44,355.01,35.69,169.86,115.32,280.83,129.95,40.67
10/30/2020,98.04,33.95,31.49,157.05,159.96,32.62,91.24,73.21,123.36,349.63,35.90,154.88,108.86,263.11,129.35,40.33
11/2/2020,100.25,35.52,32.45,163.27,162.94,33.99,93.40,75.13,123.97,351.25,35.90,155.23,108.77,261.36,126.35,41.06
11/3/2020,103.41,36.24,32.89,167.69,165.51,33.41,96.29,76.02,125.45,353.76,36.68,158.21,110.44,265.30,125.30,41.64
11/4/2020,100.25,36.53,31.59,155.23,160.16,33.23,96.40,73.32,128.97,364.63,36.57,171.29,114.95,287.38,126.50,43.10
11/5/2020,104.35,37.20,33.43,163.09,163.20,33.17,98.11,74.75,145.41,380.87,37.23,175.23,119.03,294.68,132.25,44.40
11/6/2020,102.96,36.90,33.16,161.29,163.02,32.78,96.69,75.72,145.01,380.62,37.53,198.08,118.69,293.41,134.25,44.40
11/9/2020,116.90,41.49,37.52,170.82,163.43,36.93,117.37,75.51,142.61,375.54,38.20,184.08,116.32,278.77,133.95,43.23
11/10/2020,116.52,41.85,38.23,172.30,169.14,36.86,115.95,75.99,140.11,363.13,38.72,172.00,115.97,272.43,134.95,42.38
11/11/2020,114.78,40.88,37.35,169.46,169.21,36.48,111.12,77.54,147.69,375.92,39.33,183.42,119.49,276.48,129.00,43.26
11/12/2020,113.37,40.31,36.06,169.13,167.05,35.23,111.10,76.67,143.91,370.20,38.67,178.51,119.21,275.08,132.75,42.28
11/13/2020,114.08,41.52,37.32,171.71,169.79,36.08,114.99,77.19,144.26,373.50,41.40,177.19,119.26,276.95,133.35,41.94
11/16/2020,117.30,43.23,38.49,173.19,173.86,38.16,118.67,77.75,149.07,380.81,42.54,179.16,120.30,278.96,136.90,41.84
11/17/2020,116.11,43.00,38.42,171.91,173.64,38.67,116.48,76.61,148.74,380.60,41.88,187.90,119.39,275.00,135.60,41.44
11/18/2020,115.25,42.86,38.55,172.74,171.40,37.21,114.24,75.79,147.05,380.62,41.32,185.54,118.03,271.97,133.55,40.91
11/19/2020,115.56,43.72,38.54,172.90,171.61,37.40,114.14,75.13,147.53,384.33,41.17,191.66,118.64,272.94,136.75,41.59
11/20/2020,114.57,43.85,38.61,172.23,172.89,36.94,112.58,75.55,146.03,383.33,40.97,195.97,117.34,269.70,134.80,42.11
11/23/2020,117.87,44.45,39.77,174.78,174.14,39.36,116.09,74.57,143.82,387.00,41.64,207.78,113.85,268.43,134.50,42.00
11/24/2020,123.32,46.13,40.98,176.90,177.08,41.98,120.39,74.98,145.93,392.23,42.61,202.90,115.17,276.92,133.00,42.42
11/25/2020,122.03,45.61,40.12,174.63,177.12,40.81,120.58,75.97,144.08,390.83,42.50,212.92,116.03,275.59,132.25,42.44
11/27/2020,121.22,45.28,39.71,175.08,176.89,40.19,120.59,75.13,143.83,394.95,42.70,212.52,116.59,277.81,134.05,42.37
11/30/2020,117.88,43.93,38.44,173.59,172.73,38.13,118.59,73.59,147.17,401.58,43.02,210.96,119.05,276.97,136.35,42.66
12/1/2020,119.74,44.70,39.31,173.26,170.52,38.50,119.93,74.15,151.26,404.57,43.54,203.00,122.72,286.55,137.05,43.30
12/2/2020,122.04,45.31,39.73,173.87,171.85,39.94,122.33,74.31,149.98,403.73,43.89,202.00,123.08,287.52,139.75,43.12
12/3/2020,121.24,45.69,39.84,174.63,171.83,40.21,123.12,73.35,149.91,399.80,44.11,205.53,122.94,281.85,138.25,41.63
12/4/2020,122.34,46.29,40.69,182.21,172.46,41.68,125.04,72.52,157.62,411.68,44.38,208.15,122.25,279.70,139.50,41.77
12/7/2020,121.88,45.17,39.79,178.71,170.15,40.90,123.94,73.27,158.02,420.89,44.35,212.58,123.75,285.58,137.95,42.85
12/8/2020,122.00,45.24,39.52,178.84,172.46,42.24,123.52,73.68,158.80,423.41,44.37,213.01,124.38,283.40,136.55,42.88
12/9/2020,121.05,45.12,39.94,180.07,175.29,42.80,121.69,73.67,156.02,416.22,44.69,207.04,121.78,277.92,135.90,42.03
12/10/2020,120.27,45.35,39.71,178.85,173.49,44.01,121.84,73.28,155.75,410.04,44.32,217.25,123.24,277.12,137.55,41.66
12/11/2020,119.56,44.84,38.79,179.29,174.02,43.80,120.23,73.80,144.28,405.82,44.32,216.59,122.41,273.55,137.35,41.89
12/14/2020,118.30,44.20,38.16,178.05,173.08,42.22,117.36,73.55,146.29,411.80,44.24,215.86,121.78,274.19,137.00,41.35
12/15/2020,120.32,44.87,38.54,181.74,174.68,43.04,119.10,74.91,148.36,418.06,44.72,219.99,127.88,275.55,136.25,42.43
12/16/2020,120.67,44.68,38.32,179.50,175.41,43.70,119.00,74.44,149.74,424.90,44.72,227.08,127.81,275.67,138.55,42.37
12/17/2020,119.67,44.81,38.23,179.17,176.65,43.48,118.98,75.06,149.53,426.10,44.82,230.74,128.70,274.48,139.55,42.83
12/18/2020,119.08,43.89,37.48,180.96,176.42,42.73,117.51,74.51,147.42,434.56,45.44,235.45,126.66,276.40,139.15,42.87
12/21/2020,123.55,43.59,37.37,180.16,175.66,41.95,116.41,74.40,146.80,428.88,44.88,233.50,128.23,272.79,140.75,42.68
12/22/2020,121.67,43.03,36.80,176.58,174.78,41.24,114.55,74.71,146.34,433.10,44.69,241.58,131.88,267.09,140.30,43.30
12/23/2020,125.07,43.53,37.44,178.42,173.99,41.77,116.95,74.33,146.96,425.46,44.38,230.68,130.96,268.11,135.50,42.65
12/24/2020,124.52,43.84,37.37,179.56,174.52,41.60,117.35,74.98,148.79,431.46,44.54,228.28,131.97,267.40,137.50,42.87
12/28/2020,125.34,43.92,37.07,178.37,174.71,41.74,118.36,75.49,147.74,431.88,44.92,223.34,136.69,277.00,138.20,42.95
12/29/2020,125.01,43.75,37.16,176.65,173.85,41.27,118.14,75.33,148.49,429.04,44.64,214.00,134.87,276.78,139.35,43.05
12/30/2020,125.36,44.01,37.52,180.04,174.11,41.60,119.43,75.91,149.95,434.83,44.48,221.04,133.72,271.87,140.05,43.38
12/31/2020,127.07,44.47,37.86,182.02,174.79,41.22,120.91,77.15,152.34,437.85,44.75,217.64,132.69,273.16,139.25,44.25
1/4/2021,125.87,43.19,37.13,182.15,171.87,41.50,118.04,74.22,148.50,425.22,43.96,221.16,129.41,268.94,140.40,44.00
1/5/2021,125.65,43.26,37.75,183.64,171.58,43.50,118.67,74.77,152.43,428.10,43.98,229.75,131.01,270.97,138.90,43.99
1/6/2021,131.55,44.93,40.21,193.86,174.19,44.61,123.06,78.43,151.19,425.46,44.40,226.89,126.60,263.31,140.15,45.13
1/7/2021,135.87,44.68,40.89,194.23,169.72,44.96,121.66,79.29,155.70,443.39,44.96,239.48,130.92,268.74,136.90,45.60
1/8/2021,136.02,44.49,40.62,194.26,166.62,45.46,121.78,81.13,156.64,445.64,45.06,241.45,132.05,267.57,137.95,46.27
1/11/2021,138.05,44.51,40.28,193.86,165.20,46.84,121.06,79.69,156.11,445.76,45.36,225.50,128.98,256.84,137.05,46.97
1/12/2021,140.22,46.18,41.00,197.54,166.51,47.88,121.62,79.75,154.45,449.39,45.79,227.52,128.80,251.09,135.95,47.31
1/13/2021,140.35,46.09,40.72,195.89,166.28,48.42,122.40,81.84,157.42,451.21,45.36,230.92,130.89,251.64,136.35,47.50
1/14/2021,141.17,46.87,41.30,197.40,166.41,50.31,123.78,82.53,160.85,452.07,45.15,232.79,128.91,245.64,135.05,47.38
1/15/2021,138.64,46.48,41.35,194.62,165.55,47.89,122.15,82.04,157.09,445.85,45.43,227.75,127.14,251.36,133.55,46.68
1/19/2021,138.04,47.05,42.25,194.06,169.12,48.84,126.75,82.81,163.77,459.27,45.19,227.26,127.83,261.10,133.75,47.42
1/20/2021,135.97,47.06,42.08,192.34,170.22,49.53,128.94,84.05,164.60,461.88,45.34,226.65,132.03,267.48,135.85,47.89
1/21/2021,134.83,46.32,41.05,192.19,170.67,48.11,127.43,83.71,164.75,466.82,45.11,219.62,136.87,272.87,135.50,47.13
1/22/2021,133.79,46.43,40.08,191.94,169.04,47.43,126.14,84.21,162.42,465.02,44.77,222.88,139.07,274.50,135.60,46.81
1/25/2021,132.12,46.57,39.58,187.34,170.39,46.90,121.15,86.87,164.40,464.79,45.03,216.64,142.92,278.01,132.90,47.43
1/26/2021,131.58,46.43,39.11,187.21,175.95,45.87,116.15,85.23,162.55,463.87,45.26,209.17,143.16,282.05,133.00,47.04
1/27/2021,127.86,45.15,37.60,180.63,186.65,45.35,114.09,80.19,153.67,444.70,45.70,202.46,142.06,272.14,134.45,47.07
1/28/2021,130.11,46.12,38.48,184.34,183.42,46.06,118.97,82.46,155.55,451.74,45.34,219.91,137.09,265.00,132.80,46.34
1/29/2021,128.67,45.18,37.44,182.84,175.66,44.84,116.26,80.87,156.28,450.50,44.58,215.96,131.96,258.33,134.50,45.09
2/1/2021,129.62,45.61,37.42,184.72,174.70,44.92,117.03,81.70,161.58,466.74,45.40,221.94,134.14,262.01,132.60,46.20
2/2/2021,133.61,46.31,38.57,192.50,175.02,45.63,120.70,82.93,164.78,476.88,45.83,227.63,134.99,267.08,136.90,47.54
2/3/2021,135.14,45.89,38.95,191.45,175.48,47.42,120.44,83.05,162.30,465.19,45.77,227.94,133.94,266.65,140.00,47.39
2/4/2021,138.25,45.75,41.34,191.65,177.10,48.33,124.90,83.00,147.97,470.63,47.25,237.72,137.39,266.49,137.35,47.86
2/5/2021,137.98,45.45,41.68,193.00,179.01,49.95,126.28,83.60,145.84,466.01,48.08,240.38,136.76,268.10,138.50,47.53
2/8/2021,140.14,46.28,42.29,197.45,180.76,52.10,127.99,83.40,147.38,472.70,48.94,259.97,136.91,266.58,136.15,47.48
2/9/2021,139.58,46.25,42.14,197.28,180.94,50.63,126.68,83.83,146.11,474.63,48.50,258.12,136.01,269.45,135.50,47.71
2/10/2021,139.66,46.69,42.43,197.72,181.08,51.12,128.23,83.91,145.50,470.05,47.24,257.49,135.39,271.87,135.55,47.49
